,date,EM,21d,200d,market_cross,EM_return,21d_vol,200d_vol,market_vol_cross,Adj Close,sp500_return,EM_v_sp500,50d_hit,200d_hit,EM_v_sp500_hit,index_x,DXY,21dma_dxy,200dma_dxy,dxy_signal,index_y,AUDCHF,21dma_audchf,200dma_audchf,audchf_signal,CRB CMDT,CRB RIND,commodity_tr,21d_cmdty,200d_cmdty,commodity_cross,technicals,volatility,currency,commodities,EM Regime Model,1M,3M
10,2004-01-15,13.52916431427002,,,,-0.02063350455563173,,,,1132.050048828125,0.0013524704065486423,-1.0,,,,2358.0,86.57,86.77047619047619,93.5475,1.0,2358.0,0.9595,0.938652380952381,0.903425,1.0,293.14,316.02,304.58,298.2004761904762,270.0091,1.0,,,1.0,1.0,,0.05849436892078774,0.053729156822995394
11,2004-01-16,13.587190628051758,,,,0.004279808438583326,,,,1139.8299560546875,0.00684889837587539,-1.0,,,,2359.0,87.73,86.7647619047619,93.48525000000001,1.0,2359.0,0.9663,0.9405714285714287,0.904042,1.0,292.81,314.54,303.675,298.5402380952381,270.253525,1.0,,,1.0,1.0,,0.03961991975687584,0.05100826113085222
12,2004-01-20,13.982072830200195,,,,0.028648513607005235,,,,1138.77001953125,-0.0009303402187703378,1.0,,,,2361.0,86.62,86.69047619047619,93.35955,1.0,2361.0,0.957,0.9438952380952381,0.905205,1.0,293.65,314.52,304.085,299.33166666666665,270.74547499999994,1.0,,,1.0,1.0,,0.0014408714772653486,0.012391903946084915
13,2004-01-21,14.00060749053955,,,,0.001324723924759142,,,,1147.6199951171875,0.00774147868719624,-1.0,,,,2362.0,86.34,86.61190476190475,93.29594999999999,1.0,2362.0,0.9593,0.9454190476190476,0.9058005,1.0,294.87,314.13,304.5,299.77404761904756,270.99517499999996,1.0,,,1.0,1.0,,-0.011109415006817502,0.0035689031470635957
14,2004-01-22,13.965150833129883,,,,-0.0025357207194456216,,,,1143.93994140625,-0.0032118355848943492,1.0,,,,2363.0,85.82,86.52952380952381,93.22855,1.0,2363.0,0.9591,0.9470238095238097,0.9063605,1.0,295.26,313.72,304.49,300.2085714285714,271.24175,1.0,,,1.0,1.0,,-0.017254797035849756,0.005828242686424678
15,2004-01-23,13.941774368286133,,,,-0.0016753167998670973,,,,1141.550048828125,-0.002091361991880664,1.0,,,,2364.0,86.56,86.48142857142858,93.16495,1.0,2364.0,0.9585,0.9486238095238095,0.9069075,1.0,293.29,311.43,302.36,300.5416666666667,271.47767500000003,1.0,,,1.0,1.0,,-0.020809001430329377,0.015028924667265464
16,2004-01-26,14.034456253051758,,,,0.006625783515217054,,,,1155.3699951171875,0.012033603951130558,-1.0,,,,2365.0,87.25,86.46333333333334,93.10325,1.0,2365.0,0.9671,0.9504095238095238,0.9074810000000001,1.0,293.94,310.83,302.385,300.87595238095236,271.71565,1.0,,,1.0,1.0,,-0.016652199610850515,-0.00602948017673588
17,2004-01-27,13.963536262512207,,,,-0.0050660876619374896,,,,1144.050048828125,-0.009845993791705419,1.0,,,,2366.0,86.25,86.41095238095238,93.04085,1.0,2366.0,0.9655,0.9521142857142857,0.908055,1.0,293.03,310.29,301.65999999999997,301.1878571428571,271.951925,1.0,,,1.0,1.0,,-0.006752366797891152,-0.006290744141322802
18,2004-01-28,13.766093254089355,,,,-0.01424082100313502,,,,1128.47998046875,-0.013703063806122504,-1.0,,,,2367.0,86.97,86.4095238095238,92.98179999999998,1.0,2367.0,0.968,0.9539142857142857,0.9086544999999999,1.0,292.03,309.36,300.695,301.43833333333333,272.18850000000003,1.0,,,1.0,1.0,,0.021777378895924793,-0.020898876638012487
19,2004-01-29,13.549310684204102,,,,-0.01587288416884564,,,,1134.1099853515625,0.004976612278462383,-1.0,,,,2368.0,87.58,86.44095238095238,92.92805,1.0,2368.0,0.9581,0.9551714285714287,0.9092434999999999,1.0,290.72,307.31,299.015,301.56642857142856,272.418675,1.0,,,1.0,1.0,,0.061797649998782234,-0.03800617167771181
20,2004-01-30,13.530777931213379,13.784476870582218,,,-0.001368736723668258,,,,1131.1300048828125,-0.0026310520745323326,1.0,,,,2369.0,87.2,86.45285714285714,92.87225000000001,1.0,2369.0,0.9599,0.9563809523809523,0.9098434999999999,1.0,291.28,307.65,299.465,301.7159523809524,272.65392499999996,1.0,,,1.0,1.0,,0.05479470785588636,-0.05717692404360886
21,2004-02-02,13.533998489379883,13.799865359351749,,,0.00023798889979047158,0.01348397115093041,,,1135.260009765625,0.003644570817602933,-1.0,,,,2370.0,87.44,86.47761904761904,92.8161,1.0,2370.0,0.9575,0.957252380952381,0.910394,1.0,290.5,307.28,298.89,301.8380952380952,272.888175,1.0,,,1.0,1.0,,0.04799362657424289,-0.047933308463857016
22,2004-02-03,13.458247184753418,13.797639392671131,,,-0.005612834471999185,0.01266913057216752,,,1136.030029296875,0.0006780459980963216,-1.0,,,,2371.0,86.81,86.51285714285716,92.76005,1.0,2371.0,0.9565,0.9577428571428571,0.9109370000000001,1.0,291.9,307.81,299.855,301.93571428571425,273.12605,1.0,,,1.0,1.0,,0.061077969486242,-0.023832207990436505
23,2004-02-04,13.337368965148926,13.767092795599075,,,-0.009022299685400664,0.0099943887629086,,,1126.52001953125,-0.008406502013905583,-1.0,,,,2372.0,86.83,86.57000000000001,92.70824999999999,1.0,2372.0,0.9528,0.9579904761904762,0.9114580000000001,1.0,290.8,305.6,298.20000000000005,301.93285714285713,273.35684999999995,1.0,,,1.0,1.0,,0.07462207490823358,-0.012568389041450523
24,2004-02-05,13.33333683013916,13.743875730605353,,,-0.000302364329720678,0.009778482303450539,,,1128.5899658203125,0.0018357835172879294,-1.0,,,,2373.0,86.87,86.60190476190476,92.6591,1.0,2373.0,0.9516,0.9579238095238095,0.9119704999999999,1.0,291.05,306.02,298.53499999999997,302.04523809523806,273.58747500000004,1.0,,,1.0,1.0,,0.0646721193458244,-0.032759133330572454
25,2004-02-06,13.637152671813965,13.733590898059663,,,0.022530454517371006,0.011100066628633408,,,1142.760009765625,0.012477361864295754,1.0,,,,2374.0,86.02,86.6247619047619,92.60544999999998,1.0,2374.0,0.9509,0.9579333333333334,0.9124850000000001,1.0,292.3,306.82,299.56,301.9816666666667,273.826475,1.0,,,1.0,1.0,,0.03415678112751608,-0.0755820218913954
26,2004-02-09,13.833786964416504,13.730175336201986,,,0.014316048415698753,0.011544307432159924,,,1139.81005859375,-0.0025847643015682784,1.0,,,,2375.0,86.0,86.66714285714286,92.55359999999999,1.0,2375.0,0.9595,0.9584142857142857,0.9130250000000001,1.0,294.22,309.21,301.71500000000003,301.91357142857146,274.079,1.0,,,1.0,1.0,,-0.0038446751249519018,-0.1327040254375894
27,2004-02-10,13.821702003479004,13.727373986017136,,,-0.0008739647829587876,0.011539855456693771,,,1145.5400390625,0.005014542394726692,-1.0,,,,2376.0,85.84,86.68047619047618,92.50609999999999,1.0,2376.0,0.9648,0.9589047619047619,0.9135949999999999,1.0,293.62,307.48,300.55,301.7480952380952,274.32449999999994,1.0,,,1.0,1.0,,-0.024546499870110594,-0.10617462579619752
28,2004-02-11,14.036069869995117,13.735356240045457,,,0.015390469765826403,0.012028004960774101,,,1157.760009765625,0.010610936569044466,1.0,,,,2377.0,85.09,86.66047619047619,92.45365,1.0,2377.0,0.9692,0.9597571428571428,0.9142175,1.0,294.74,307.98,301.36,301.5914285714286,274.57405,1.0,,,1.0,1.0,,-0.031406412578545595,-0.11953856688385822
29,2004-02-12,14.028810501098633,13.74675364721389,,,-0.0005173276324286415,0.011945464161754845,,,1152.1099853515625,-0.004892081107810367,1.0,,,,2378.0,85.29,86.62095238095237,92.40545,1.0,2378.0,0.9716,0.9605857142857143,0.914858,1.0,295.6,309.31,302.45500000000004,301.5097619047619,274.82635,1.0,,,1.0,1.0,,-0.04900031093914359,-0.12138087978510803
30,2004-02-13,14.038483619689941,13.75757580711728,,,0.0006892804794548689,0.011944222317271273,,,1145.81005859375,-0.005483169493580089,1.0,,,,2379.0,85.55,86.57238095238097,92.3583,1.0,2379.0,0.9783,0.9614809523809523,0.9154994999999999,1.0,295.36,308.37,301.865,301.3804761904762,275.072875,1.0,,,1.0,1.0,,-0.037887309849985895,-0.14512048130158273
31,2004-02-17,14.320544242858887,13.795260565621513,,,0.01989277812734013,0.011580300959388244,,,1156.989990234375,0.009709935073014979,1.0,,,,2381.0,84.97,86.31809523809524,92.2638,1.0,2381.0,0.9795,0.9629904761904762,0.9167730000000001,1.0,296.68,310.87,303.775,301.2990476190476,275.568675,1.0,,,1.0,1.0,,-0.04389445544036208,-0.19549800252114735
32,2004-02-18,14.125514030456543,13.820895013355074,,,-0.013712498689437936,0.012111521525258458,,,1151.8199462890625,-0.004478543257261682,-1.0,,,,2382.0,85.94,86.28571428571429,92.22059999999999,1.0,2382.0,0.9805,0.9641095238095239,0.9174130000000001,1.0,296.59,311.81,304.2,301.3045238095238,275.8176,1.0,,,1.0,1.0,,-0.024988193435246164,-0.16014346790622935
33,2004-02-19,14.002219200134277,13.821854364304315,,,-0.00876683655859442,0.010634124619778638,,,1147.06005859375,-0.004141055198369875,-1.0,,,,2383.0,85.86,86.26285714285714,92.17379999999999,1.0,2383.0,0.9806,0.9651238095238096,0.918073,1.0,296.63,311.03,303.83,301.27261904761906,276.06205,1.0,,,1.0,1.0,,-0.029352576157384735,-0.1293236912162331
34,2004-02-20,13.84506893157959,13.814447766258603,,,-0.011286695931209944,0.010912108864427407,,,1144.1099853515625,-0.002575168857733746,-1.0,,,,2384.0,87.24,86.33047619047619,92.13960000000002,1.0,2384.0,0.9708,0.9656809523809523,0.9186580000000001,1.0,296.42,310.37,303.395,301.2204761904762,276.30145,1.0,,,1.0,1.0,,-0.034051066405090036,-0.12485432344325065
35,2004-02-23,13.7241849899292,13.802973202296666,,,-0.008769531210766669,0.011053221639677684,,,1140.989990234375,-0.0027307313371936915,-1.0,,,,2385.0,86.91,86.34714285714286,92.10545,1.0,2385.0,0.9702,0.9662380952380952,0.9192659999999999,1.0,297.2,310.42,303.81,301.2895238095238,276.545275,1.0,,,1.0,1.0,,-0.015736525935818535,-0.1026420883657263
36,2004-02-24,13.651659965515137,13.789158230736142,,,-0.005298480774106005,0.011095292496981202,,,1139.0899658203125,-0.0016666300221781004,-1.0,,,,2386.0,86.15,86.2947619047619,92.0699,1.0,2386.0,0.9682,0.966290476190476,0.9198575,1.0,298.22,311.65,304.935,301.4109523809524,276.793875,1.0,,,1.0,1.0,,-0.009740266771397388,-0.08382532403694276
37,2004-02-25,13.800751686096191,13.778029441833496,,,0.010861937254274447,0.011277899386933361,,,1143.6700439453125,0.004012760212374236,1.0,,,,2387.0,87.25,86.34238095238095,92.03845,1.0,2387.0,0.9721,0.966604761904762,0.920463,1.0,298.25,311.21,304.73,301.5571428571428,277.0415,1.0,,,1.0,1.0,,-0.010861482411506418,-0.07375211774997359
38,2004-02-26,13.86924934387207,13.773539588564919,,,0.004951051329900989,0.011300243123218392,,,1144.9100341796875,0.0010836329194389108,1.0,,,,2388.0,87.67,86.3757142857143,92.00900000000001,1.0,2388.0,0.9775,0.9670571428571428,0.9210904999999999,1.0,300.71,313.84,307.275,301.8704761904762,277.3018,1.0,,,1.0,1.0,,-0.017548007070361638,-0.08192911457789687
39,2004-02-27,14.065882682800293,13.787815275646391,,,0.014078085353880231,0.011245856930074008,,,1144.93994140625,2.6121559825353168e-05,1.0,,,,2389.0,87.31,86.36285714285714,91.98029999999999,1.0,2389.0,0.9768,0.967947619047619,0.9217204999999999,1.0,301.39,314.13,307.76,302.28690476190474,277.56355,1.0,,,1.0,1.0,,-0.018849225653524204,-0.0804402451206161
40,2004-03-01,14.386626243591309,13.82768744514102,,,0.02254684458776264,0.011481898260860946,,,1155.969970703125,0.009587610302174582,1.0,,,,2390.0,87.52,86.37809523809523,91.95264999999999,1.0,2390.0,0.979,0.9688571428571429,0.9223680000000001,1.0,303.47,316.23,309.85,302.7814285714286,277.83575,1.0,,,1.0,1.0,,-0.028960315524785396,-0.10290185835099219
41,2004-03-02,14.27219295501709,13.862992922465006,,,-0.007985946381741812,0.011692489205132701,,,1149.0999755859375,-0.005960786977165637,-1.0,,,,2391.0,88.9,86.44761904761906,91.93355,1.0,2391.0,0.9899,0.9704000000000002,0.9231,1.0,301.63,314.58,308.105,303.2202380952381,278.100825,1.0,,,1.0,1.0,,-0.009034525390065995,-0.10197668915241542
42,2004-03-03,14.183544158935547,13.893923668634324,,,-0.0062306650159142185,0.011840444740406004,,,1151.030029296875,0.0016782131095406613,-1.0,,,,2392.0,88.94,86.54904761904761,91.911,1.0,2392.0,0.9685,0.9709714285714286,0.9237205,1.0,302.36,314.27,308.315,303.62309523809523,278.367075,1.0,,,1.0,1.0,,0.0052839719740913615,-0.09636393930176212
43,2004-03-04,14.28024959564209,13.933066640581403,,,0.006795004884528238,0.01173853600027498,,,1154.8699951171875,0.0033305601537497926,1.0,,,,2393.0,89.14,86.65904761904761,91.89314999999999,1.0,2393.0,0.971,0.9718380952380953,0.924392,1.0,301.74,313.96,307.85,304.08261904761906,278.631425,1.0,,,1.0,1.0,,0.008464980495764385,-0.12240402935048367
44,2004-03-05,14.33263111114502,13.980460076105027,,,0.0036613981344884384,0.011420579523974192,,,1156.8599853515625,0.0017216463364896296,1.0,,,,2394.0,88.17,86.72095238095238,91.86755000000001,1.0,2394.0,0.97,0.9727142857142856,0.9250065,1.0,302.42,314.13,308.275,304.5464285714286,278.898275,1.0,,,1.0,1.0,,0.011807554442112123,-0.11273521671946618
45,2004-03-08,14.195631980895996,14.02152174995059,,,-0.00960452327226854,0.011748162619209048,,,1147.199951171875,-0.00838527733463617,-1.0,,,,2395.0,87.9,86.8104761904762,91.84035,1.0,2395.0,0.9681,0.9735333333333333,0.925577,1.0,299.9,312.92,306.40999999999997,304.872619047619,279.15177500000004,1.0,,,1.0,1.0,,0.02724928299581353,-0.07323301488948852
46,2004-03-09,14.102953910827637,14.043702761332193,,,-0.006550037642866483,0.011020340812423958,,,1140.5799560546875,-0.005787281873593576,-1.0,,,,2396.0,88.43,86.92619047619048,91.81484999999999,1.0,2396.0,0.9714,0.9741000000000002,0.9260984999999999,1.0,300.35,311.47,305.91,305.0723809523809,279.40255,1.0,,,1.0,1.0,,0.03028566571357527,-0.08011424653971566
47,2004-03-10,13.780600547790527,14.041170074826194,,,-0.02312242691170478,0.011856781765551062,,,1123.8900146484375,-0.014740971479313582,-1.0,,,,2397.0,88.95,87.07428571428571,91.79095,1.0,2397.0,0.9605,0.9738952380952381,0.9265254999999999,1.0,299.31,311.98,305.645,305.315,279.650975,1.0,,,1.0,1.0,,0.05526294900756801,-0.07988307548916762
48,2004-03-11,13.482427597045898,14.025014150710334,,,-0.0218746676810136,0.012768509926709219,,,1106.780029296875,-0.015340969821738987,-1.0,,,,2398.0,88.51,87.23714285714286,91.7709,1.0,2398.0,0.934,0.9722190476190475,0.9268744999999999,1.0,301.62,314.24,307.93,305.6278571428571,279.910825,1.0,,,1.0,1.0,,0.08690985227075787,-0.05845812687667773
49,2004-03-12,13.595247268676758,14.004022598266602,,,0.008333088054477546,0.012397972865495129,,,1120.5699462890625,0.012382511360705699,-1.0,,,,2399.0,89.12,87.41952380952382,91.7491,1.0,2399.0,0.9419,0.970804761904762,0.9272400000000001,1.0,300.76,313.9,307.33,305.85999999999996,280.164925,1.0,,,1.0,1.0,,0.06532343316509603,-0.10225237011290256
50,2004-03-15,13.341394424438477,13.971288499378023,,,-0.018848701533476616,0.012956636255238494,,,1104.489990234375,-0.014453755361638922,-1.0,-0.2,,,2400.0,88.81,87.5747619047619,91.72664999999999,1.0,2400.0,0.9397,0.9689666666666668,0.9276145000000001,1.0,302.68,315.16,308.92,306.19595238095235,280.42402500000003,1.0,,,1.0,1.0,,0.069586072835089,-0.0674720536151987
51,2004-03-16,13.506603240966797,13.945960862295967,,,0.012307130227565835,0.013337244480267758,,,1110.699951171875,0.005606722104589951,1.0,-0.2,,,2401.0,88.59,87.72761904761904,91.70179999999999,1.0,2401.0,0.949,0.9675809523809523,0.9280415,1.0,303.71,316.06,309.885,306.57785714285717,280.68605,1.0,,,1.0,1.0,,0.04773228268621099,-0.09122942659238709
52,2004-03-17,13.691951751708984,13.916027886526924,,,0.013629502010641396,0.012889482826594629,,,1123.75,0.011680903574334843,1.0,-0.2,,,2402.0,88.66,87.90333333333334,91.68025,1.0,2402.0,0.9468,0.9660238095238095,0.9284439999999999,1.0,306.64,317.88,312.26,306.98190476190473,280.957125,1.0,,,1.0,1.0,,0.04120107665556971,-0.09905828856787591
53,2004-03-18,13.772542953491211,13.899219740004767,,,0.005868772315719862,0.012717381362534615,,,1122.3199462890625,-0.0012733832323760096,1.0,-0.16,,,2403.0,87.64,87.98428571428572,91.6541,1.0,2403.0,0.9443,0.9642999999999999,0.9288029999999999,1.0,307.92,318.86,313.39,307.4195238095238,281.23245,1.0,,,1.0,1.0,,0.036863681882522537,-0.10942074255423129
54,2004-03-19,13.591217994689941,13.879648254031228,,,-0.013253120666310913,0.012887305573440998,,,1109.780029296875,-0.011236099690318035,-1.0,-0.16,,,2404.0,88.13,88.09238095238095,91.63365,1.0,2404.0,0.9508,0.9628809523809524,0.929225,1.0,308.51,320.26,314.385,307.92214285714283,281.520125,1.0,,,1.0,1.0,,0.041506165172956466,-0.09338855588125394
55,2004-03-22,13.373629570007324,13.857198760623024,,,-0.01613902300341269,0.013114577007486037,,,1095.4000244140625,-0.013042208225709503,-1.0,-0.16,,,2405.0,87.81,88.11952380952381,91.6107,1.0,2405.0,0.9475,0.9617714285714285,0.929605,1.0,308.68,317.67,313.175,308.3878571428571,281.8042,1.0,,,1.0,1.0,,0.050617876704479814,-0.06887617557306724
56,2004-03-23,13.508213996887207,13.846914427621025,,,0.010013119154170871,0.013244571756985499,,,1093.949951171875,-0.0013246611737711353,1.0,-0.16,,,2406.0,87.85,88.16428571428571,91.58689999999999,1.0,2406.0,0.9462,0.9606285714285715,0.9299525,1.0,309.1,319.64,314.37,308.8907142857143,282.08945,1.0,,,1.0,1.0,,0.03985198373187848,-0.06174689215327256
57,2004-03-24,13.518689155578613,13.840582484290714,,,0.0007751653348399874,0.013206663154689189,,,1091.3299560546875,-0.0023978588407626692,1.0,-0.12,,,2407.0,88.89,88.29476190476191,91.56550000000001,1.0,2407.0,0.9508,0.9598000000000001,0.930254,1.0,309.08,320.67,314.875,309.3640476190476,282.3799,1.0,,,1.0,1.0,,0.04679559402070055,-0.05871831379675163
58,2004-03-25,13.65085506439209,13.83344454992385,,,0.00972905178308327,0.01316030892327527,,,1109.18994140625,0.0162328707457067,-1.0,-0.12,,,2408.0,88.9,88.37333333333333,91.5442,1.0,2408.0,0.9463,0.9585714285714285,0.9305764999999999,1.0,307.69,319.79,313.74,309.79309523809525,282.66612499999997,1.0,,,1.0,1.0,,0.021901976944324053,-0.05838601326160009
59,2004-03-26,13.625871658325195,13.82185513632638,,,-0.0018318483230923429,0.013102426755391,,,1108.06005859375,-0.0010191750233869933,-1.0,-0.12,,,2409.0,88.89,88.43142857142857,91.5191,1.0,2409.0,0.9581,0.9576476190476191,0.930929,1.0,305.9,319.91,312.905,310.06119047619046,282.949575,1.0,,,1.0,1.0,,0.018334501932492975,-0.06470313545256423
60,2004-03-29,13.800751686096191,13.809229850769043,,,0.01275274726074257,0.013029953085847293,,,1122.469970703125,0.012920796755779217,-1.0,-0.12,,,2410.0,88.63,88.49428571428572,91.49185,1.0,2410.0,0.9588,0.9567904761904762,0.931334,1.0,306.98,320.89,313.935,310.3552380952381,283.24475,1.0,,,1.0,1.0,,-0.023357736161298215,-0.06948928753835992
61,2004-03-30,13.969985008239746,13.789389791942778,,,0.012188039441999305,0.01227171269435455,,,1127.0,0.004027646938784567,1.0,-0.08,,,2411.0,88.43,88.53761904761906,91.46205,1.0,2411.0,0.9654,0.9561428571428572,0.931752,1.0,308.65,322.14,315.395,310.6192857142857,283.55134999999996,1.0,,,1.0,1.0,,-0.0669744277794363,-0.06760909632878687
62,2004-03-31,14.143250465393066,13.783249673389253,,,0.0123264112482333,0.012524511500235275,,,1126.2099609375,-0.0007012565260869786,1.0,-0.08,,,2412.0,87.61,88.47619047619048,91.4295,1.0,2412.0,0.9706,0.9552238095238095,0.9321645,1.0,305.43,319.17,312.3,310.81904761904764,283.836325,1.0,,,1.0,1.0,,-0.0980058155369089,-0.09054128673153894
63,2004-04-01,14.258489608764648,13.786818504333496,,,0.008114979960568721,0.012583519244270572,,,1132.1700439453125,0.005278205467613143,1.0,-0.04,,,2413.0,87.21,88.39380952380952,91.3907,1.0,2413.0,0.9688,0.9552380952380952,0.9325199999999999,1.0,307.3,322.53,314.91499999999996,311.1333333333333,284.1384,1.0,,,1.0,1.0,,-0.09630896970191516,-0.09794824598307417
64,2004-04-02,14.401131629943848,13.792574791681199,,,0.009954297569556878,0.012684151737293564,,,1141.81005859375,0.008478589928296738,1.0,-0.04,,,2414.0,88.51,88.36380952380952,91.35804999999999,1.0,2414.0,0.9776,0.955552380952381,0.9329005000000001,1.0,307.03,323.51,315.27,311.4866666666666,284.4416,1.0,,,1.0,1.0,,-0.08774478449018297,-0.11645223152518747
65,2004-04-05,14.501864433288574,13.800633521307082,,,0.006970433859680869,0.012747072847240389,,,1150.5699462890625,0.0076426511446187045,-1.0,-0.08,,,2415.0,89.22,88.41380952380953,91.33049999999999,1.0,2415.0,0.9831,0.9561761904761906,0.933266,1.0,306.3,322.08,314.19,311.7683333333333,284.741225,1.0,,,1.0,1.0,,-0.09185885830136142,-0.111141712448657
66,2004-04-06,14.582452774047852,13.819053559076218,,,0.005541718337616675,0.012570529544475142,,,1148.1600341796875,-0.002096734294798575,1.0,-0.04,,,2416.0,88.62,88.44809523809523,91.3021,1.0,2416.0,0.984,0.9569333333333334,0.9336424999999999,1.0,305.21,321.36,313.28499999999997,312.0957142857143,285.036725,1.0,,,1.0,1.0,,-0.11561186098054976,-0.12865440091139713
67,2004-04-07,14.530071258544922,13.83939248039609,,,-0.003598559298468249,0.01249487693019547,,,1140.530029296875,-0.006667598441336015,1.0,-0.04,,,2417.0,88.27,88.44047619047619,91.27279999999999,1.0,2417.0,0.9783,0.9572619047619048,0.9339555,1.0,306.54,321.68,314.11,312.4861904761905,285.332625,1.0,,,1.0,1.0,,-0.13239041462904289,-0.12085403118059967
68,2004-04-08,14.542157173156738,13.875657081604004,,,0.0008314405850554504,0.011164888482011488,,,1139.3199462890625,-0.0010615462722597378,1.0,0.0,,,2418.0,89.02,88.44380952380952,91.24615,1.0,2418.0,0.9778,0.9580857142857142,0.9342529999999999,1.0,305.93,320.05,312.99,312.83595238095234,285.623125,1.0,,,1.0,1.0,,-0.17495130850742135,-0.12385663771332589
69,2004-04-12,14.654183387756348,13.93145497639974,,,0.0076740277871846585,0.009696734585820448,,,1145.199951171875,0.0051477055409324245,1.0,0.04,,,2420.0,88.95,88.45761904761905,91.18545,1.0,2420.0,0.9826,0.962152380952381,0.93483,1.0,304.92,318.46,311.69,313.28452380952376,286.192775,1.0,,,1.0,1.0,,-0.1569514562159049,-0.12659480900232822
70,2004-04-13,14.483335494995117,13.97374489193871,,,-0.011727137883162764,0.010219281954223749,,,1129.43994140625,-0.013857368818181141,1.0,0.04,,,2421.0,89.8,88.5047619047619,91.15535,1.0,2421.0,0.9806,0.9641,0.9352114999999999,1.0,303.42,316.29,309.855,313.3290476190476,286.4628,1.0,,,1.0,1.0,,-0.14672844543822638,-0.12474999799168729
71,2004-04-14,14.269769668579102,14.017953236897787,,,-0.014855421890991257,0.00982155680661817,,,1128.1700439453125,-0.0011249928934669387,-1.0,0.04,,,2422.0,90.24,88.58333333333333,91.1288,1.0,2422.0,0.9536,0.9643190476190477,0.9355104999999999,1.0,306.37,319.06,312.71500000000003,313.4638095238095,286.745275,1.0,,,1.0,1.0,,-0.13621723220399629,-0.11628157518262794
