date,INDPRO,200dma,indpro_signal
1992-03-09,62.7223,62.16427600000018,1.0
1992-03-10,62.7223,62.168689500000184,1.0
1992-03-11,62.7223,62.17310300000018,1.0
1992-03-12,62.7223,62.17751650000018,1.0
1992-03-13,62.7223,62.181930000000186,1.0
1992-03-16,62.7223,62.186343500000184,1.0
1992-03-17,62.7223,62.19075700000018,1.0
1992-03-18,62.7223,62.19517050000019,1.0
1992-03-19,62.7223,62.199584000000186,1.0
1992-03-20,62.7223,62.203997500000185,1.0
1992-03-23,62.7223,62.20841100000019,1.0
1992-03-24,62.7223,62.21282450000019,1.0
1992-03-25,62.7223,62.21723800000019,1.0
1992-03-26,62.7223,62.22165150000019,1.0
1992-03-27,62.7223,62.22606500000019,1.0
1992-03-30,62.7223,62.23047850000019,1.0
1992-03-31,62.7223,62.234892000000194,1.0
1992-04-01,63.1981,62.24168450000019,1.0
1992-04-02,63.1981,62.24847700000019,1.0
1992-04-03,63.1981,62.255269500000196,1.0
1992-04-06,63.1981,62.261227500000196,1.0
1992-04-07,63.1981,62.267185500000195,1.0
1992-04-08,63.1981,62.273143500000195,1.0
1992-04-09,63.1981,62.279101500000195,1.0
1992-04-10,63.1981,62.285059500000195,1.0
1992-04-13,63.1981,62.2910175000002,1.0
1992-04-14,63.1981,62.2969755000002,1.0
1992-04-15,63.1981,62.3029335000002,1.0
1992-04-16,63.1981,62.3088915000002,1.0
1992-04-17,63.1981,62.3148495000002,1.0
1992-04-20,63.1981,62.3208075000002,1.0
1992-04-21,63.1981,62.3267655000002,1.0
1992-04-22,63.1981,62.3327235000002,1.0
1992-04-23,63.1981,62.338681500000206,1.0
1992-04-24,63.1981,62.344639500000206,1.0
1992-04-27,63.1981,62.350597500000205,1.0
1992-04-28,63.1981,62.356555500000205,1.0
1992-04-29,63.1981,62.362513500000205,1.0
1992-04-30,63.1981,62.368471500000204,1.0
1992-05-01,63.4008,62.3754430000002,1.0
1992-05-04,63.4008,62.3824145000002,1.0
1992-05-05,63.4008,62.3893860000002,1.0
1992-05-06,63.4008,62.39635750000021,1.0
1992-05-07,63.4008,62.4032910000002,1.0
1992-05-08,63.4008,62.4102245000002,1.0
1992-05-11,63.4008,62.41715800000019,1.0
1992-05-12,63.4008,62.42409150000019,1.0
1992-05-13,63.4008,62.43102500000018,1.0
