date,21dma,200dma,hy_signal,hy_signal_cross,hy_signal_slope,slope,BAMLH0A0HYM2
2008-12-26,20.505714285714287,10.8123,0.0,0.0,0.0,0.002285714285714274,19.55
2008-12-29,20.48047619047619,10.868599999999999,1.0,0.0,1.0,-0.024389610389610388,19.25
2008-12-30,20.413809523809523,10.921299999999999,1.0,0.0,1.0,-0.05894805194805195,18.48
2008-12-31,20.314761904761905,10.97195,1.0,0.0,1.0,-0.0917922077922078,18.12
2009-01-02,20.20285714285714,11.0201,1.0,0.0,1.0,-0.1257142857142857,17.84
2009-01-05,20.062380952380952,11.0672,1.0,0.0,1.0,-0.15892207792207788,17.44
2009-01-06,19.878571428571426,11.111299999999998,1.0,0.0,1.0,-0.19602597402597402,16.68
2009-01-07,19.672857142857143,11.1545,1.0,0.0,1.0,-0.22863636363636364,16.42
2009-01-08,19.484761904761903,11.19905,1.0,0.0,1.0,-0.25410389610389605,16.67
2009-01-09,19.29714285714286,11.2446,1.0,0.0,1.0,-0.27512987012987017,16.65
2009-01-12,19.107142857142858,11.29005,1.0,0.0,1.0,-0.28977922077922075,16.67
2009-01-13,18.911904761904765,11.3356,1.0,0.0,1.0,-0.2935844155844156,16.82
2009-01-14,18.70047619047619,11.381400000000001,1.0,0.0,1.0,-0.28611688311688316,16.86
2009-01-15,18.46952380952381,11.427449999999999,1.0,0.0,1.0,-0.26402597402597405,16.97
2009-01-16,18.24809523809524,11.472700000000001,1.0,0.0,1.0,-0.24340259740259731,16.79
2009-01-19,18.045714285714286,11.518500000000001,1.0,0.0,1.0,-0.22190909090909092,16.81
2009-01-20,17.858571428571427,11.565150000000001,1.0,0.0,1.0,-0.20001298701298703,16.79
2009-01-21,17.681428571428572,11.6119,1.0,0.0,1.0,-0.17819480519480524,16.71
2009-01-22,17.515238095238097,11.659600000000001,1.0,0.0,1.0,-0.15537662337662336,16.69
2009-01-23,17.36809523809524,11.707600000000003,1.0,0.0,1.0,-0.1326493506493507,16.73
2009-01-26,17.222857142857144,11.75595,1.0,0.0,1.0,-0.10620779220779228,16.74
2009-01-27,17.090000000000003,11.8045,1.0,0.0,1.0,-0.078974025974026,16.76
2009-01-28,16.954285714285714,11.851899999999999,1.0,0.0,1.0,-0.05707792207792213,16.4
2009-01-29,16.846666666666664,11.898800000000001,1.0,0.0,1.0,-0.04481818181818188,16.22
2009-01-30,16.756190476190476,11.94565,1.0,0.0,1.0,-0.034766233766233834,16.22
2009-01-31,16.68095238095238,11.992650000000001,1.0,0.0,1.0,-0.02572727272727278,16.26
2009-02-02,16.63142857142857,12.04035,1.0,0.0,1.0,-0.01853246753246758,16.4
2009-02-03,16.613333333333333,12.0878,1.0,0.0,1.0,-0.022142857142857186,16.3
2009-02-04,16.60047619047619,12.13535,1.0,0.0,1.0,-0.030922077922077955,16.15
2009-02-05,16.574761904761903,12.18275,1.0,0.0,1.0,-0.03603896103896106,16.13
2009-02-06,16.54619047619048,12.2295,1.0,0.0,1.0,-0.0417792207792208,16.05
2009-02-09,16.513333333333332,12.275799999999998,1.0,0.0,1.0,-0.047363636363636344,15.98
2009-02-10,16.477619047619047,12.322000000000001,1.0,0.0,1.0,-0.048740259740259716,16.07
2009-02-11,16.444761904761904,12.36835,1.0,0.0,1.0,-0.047272727272727216,16.17
