None,date,close,21d_vol,200d_vol,market_vol_cross,21d,200d,market_cross
5075,2003-11-19,1042.44,0.007306017983709015,0.010577586102694544,1.0,1046.345238095238,959.0356499999999,1.0
5074,2003-11-20,1033.65,0.006750998174582203,0.010585673564494351,1.0,1046.5019047619048,960.01315,1.0
5073,2003-11-21,1035.28,0.006721116151497527,0.010555796634403362,1.0,1046.5738095238096,961.0411,1.0
5072,2003-11-24,1052.08,0.007472849002583879,0.01059925469205886,1.0,1047.6771428571428,962.1216499999999,1.0
5071,2003-11-25,1053.89,0.007470258556401393,0.010578777862107402,1.0,1048.7609523809524,963.2451000000001,1.0
5070,2003-11-26,1058.45,0.006798509639545556,0.010534314941210004,1.0,1049.3161904761905,964.4439499999999,1.0
5069,2003-11-28,1058.2,0.0067982880680159475,0.010532877853692777,1.0,1049.7966666666669,965.6481,1.0
5068,2003-12-01,1070.12,0.00717667533102185,0.010461316583949179,1.0,1050.9004761904762,966.82425,1.0
5067,2003-12-02,1066.62,0.0072110569150010415,0.01038690973823122,1.0,1051.6580952380953,967.9014999999999,1.0
5066,2003-12-03,1064.73,0.007037223913385009,0.01037243929604294,1.0,1051.9299999999998,968.9995,1.0
5065,2003-12-04,1069.72,0.00697272121676921,0.010347423759935158,1.0,1052.7142857142858,970.1626000000001,1.0
5064,2003-12-05,1061.5,0.007202324748283805,0.010331838806318445,1.0,1053.1757142857143,971.22925,1.0
5063,2003-12-08,1069.3,0.007262091058868441,0.010245888688891886,1.0,1053.7114285714285,972.41285,1.0
5062,2003-12-09,1060.18,0.007451043174552808,0.010260618986507253,1.0,1054.0433333333333,973.5209,1.0
5061,2003-12-10,1059.05,0.007327031231466806,0.010210759936037352,1.0,1054.6119047619047,974.6784,1.0
5060,2003-12-11,1071.21,0.007694525846536945,0.010209376108308082,1.0,1055.785238095238,975.84805,1.0
5059,2003-12-12,1074.14,0.007341796973075311,0.01020711411189925,1.0,1056.5285714285715,977.013,1.0
5058,2003-12-15,1068.04,0.007472483015619559,0.010199874788993289,1.0,1056.9871428571428,978.1791499999999,1.0
5057,2003-12-16,1075.13,0.0073488607268041425,0.010137460632313817,1.0,1058.1671428571428,979.44485,1.0
5056,2003-12-17,1076.48,0.0071437007356787915,0.01012080280454327,1.0,1059.7314285714285,980.678,1.0
5055,2003-12-18,1089.18,0.007045145241885975,0.010118905953095584,1.0,1062.3519047619047,982.0133999999999,1.0
5054,2003-12-19,1088.66,0.006955330693543847,0.01010814244071437,1.0,1064.5528571428572,983.3122500000001,1.0
5053,2003-12-22,1092.94,0.006529593295579755,0.009918445995039965,1.0,1067.3761904761905,984.73955,1.0
5052,2003-12-23,1096.02,0.0065249398020146504,0.009893816446472721,1.0,1070.2685714285715,986.2159999999999,1.0
5051,2003-12-24,1094.04,0.005820662594584237,0.00989475666182459,1.0,1072.2666666666667,987.6652499999999,1.0
5050,2003-12-26,1095.89,0.005820702294984488,0.009624208289956223,1.0,1074.2666666666667,988.9851999999998,1.0
5049,2003-12-29,1109.48,0.006237039089721035,0.00965527358629766,1.0,1076.6966666666667,990.36625,1.0
5048,2003-12-30,1109.64,0.0062300291895909556,0.009359625644813853,1.0,1079.1461904761904,991.6005,1.0
5047,2003-12-31,1111.92,0.005883785532537275,0.009357412565431638,1.0,1081.1366666666665,992.82785,1.0
5046,2004-01-02,1108.48,0.005876215317347073,0.009347381635971307,1.0,1083.1299999999999,994.00015,1.0
5045,2004-01-05,1122.22,0.006237350070314529,0.009380349922146211,1.0,1085.8676190476192,995.2329000000001,1.0
5044,2004-01-06,1123.67,0.006222141849000121,0.009255360150481841,1.0,1088.4366666666667,996.3723,1.0
5043,2004-01-07,1126.33,0.005780668607296532,0.00887429252935894,1.0,1091.5238095238096,997.6828,1.0
5042,2004-01-08,1131.92,0.005711164272835019,0.00884509525702996,1.0,1094.5057142857145,998.9686999999999,1.0
5041,2004-01-09,1121.86,0.0057473067169324585,0.00886165301272558,1.0,1097.442857142857,1000.22825,1.0
5040,2004-01-12,1127.23,0.005697413027051328,0.008862663218252709,1.0,1100.689523809524,1001.5218,1.0
5039,2004-01-13,1121.22,0.005628826406762762,0.008860905500187023,1.0,1103.0709523809523,1002.8104,1.0
5038,2004-01-14,1130.52,0.005783442278064536,0.008768562538421515,1.0,1105.7557142857142,1004.2221000000001,1.0
5037,2004-01-15,1132.05,0.00548478133413834,0.008735937731243062,1.0,1108.8038095238096,1005.5899499999999,1.0
5036,2004-01-16,1139.83,0.005493161777245056,0.008571263459401507,1.0,1111.884761904762,1006.8846000000001,1.0
5035,2004-01-20,1138.77,0.0055440153855538365,0.00856084440215827,1.0,1114.8509523809525,1008.1962,1.0
5034,2004-01-21,1147.62,0.00528060179367178,0.008572347016425282,1.0,1117.6338095238095,1009.5400500000001,1.0
5033,2004-01-22,1143.94,0.005389975577551279,0.008578369827230058,1.0,1120.2661904761906,1010.8601,1.0
5032,2004-01-23,1141.55,0.005461992648163501,0.008578805228678068,1.0,1122.5809523809523,1012.1764,1.0
5031,2004-01-26,1155.37,0.005879201412590138,0.008541811575175542,1.0,1125.4071428571428,1013.6233,1.0
5030,2004-01-27,1144.05,0.00641197350705618,0.008571514760125652,1.0,1127.7885714285715,1014.9856500000001,1.0
5029,2004-01-28,1128.48,0.007285011299256049,0.008629965442493313,1.0,1129.340476190476,1016.28655,1.0
5028,2004-01-29,1134.11,0.00690012637327892,0.008538769413129027,1.0,1130.5133333333333,1017.53095,1.0
5027,2004-01-30,1131.13,0.006944685984102587,0.00853556955001706,1.0,1131.5366666666666,1018.7325500000001,1.0
5026,2004-02-02,1135.26,0.006966398057579384,0.008483107626146656,1.0,1132.6480952380953,1020.0093,1.0
5025,2004-02-03,1136.03,0.006904063891285921,0.008423443519676804,1.0,1133.96,1021.22155,1.0
5024,2004-02-04,1126.52,0.0067090726865856945,0.008448258290473224,1.0,1134.164761904762,1022.3941,1.0
5023,2004-02-05,1128.59,0.006714624367296492,0.008324295352793835,1.0,1134.3990476190475,1023.4802000000001,1.0
5022,2004-02-06,1142.76,0.007220591068246457,0.008347481128119118,1.0,1135.1814285714286,1024.5989,1.0
5021,2004-02-09,1139.81,0.00718539915261436,0.008324967823104396,1.0,1135.5571428571427,1025.7408,1.0
5020,2004-02-10,1145.54,0.006926649453043273,0.008260294623683776,1.0,1136.684761904762,1026.9744500000002,1.0
5019,2004-02-11,1157.76,0.007197665795559919,0.00820443859636108,1.0,1138.1385714285711,1028.18905,1.0
5018,2004-02-12,1152.11,0.007177451983271942,0.00821426643253483,1.0,1139.6095238095238,1029.3604,1.0
5017,2004-02-13,1145.81,0.007136973420614241,0.008226231272478842,1.0,1140.337619047619,1030.50485,1.0
5016,2004-02-17,1156.99,0.007406630755123675,0.008247626924471688,1.0,1141.5252380952381,1031.7083,1.0
5015,2004-02-18,1151.82,0.007374655880547362,0.00819893104095366,1.0,1142.0961904761903,1032.817,1.0
5014,2004-02-19,1147.06,0.007438761309042741,0.008199976825514611,1.0,1142.4909523809522,1033.91955,1.0
5013,2004-02-20,1144.11,0.007264510501884085,0.008187255884852394,1.0,1142.3238095238096,1034.96815,1.0
5012,2004-02-23,1140.99,0.007255111668592065,0.008180010281679912,1.0,1142.1833333333332,1036.025,1.0
5011,2004-02-24,1139.09,0.007249938568776417,0.008143974119041542,1.0,1142.0661904761903,1037.1191000000001,1.0
5010,2004-02-25,1143.67,0.006774265866351254,0.008093302347499208,1.0,1141.5090476190476,1038.1704,1.0
5009,2004-02-26,1144.91,0.006430200668439649,0.008052362612636112,1.0,1141.55,1039.1693999999998,1.0
5008,2004-02-27,1144.94,0.005609009214054818,0.008047783410161968,1.0,1142.3338095238094,1040.1825999999999,1.0
5007,2004-03-01,1155.97,0.005869426575612228,0.00806520764742073,1.0,1143.374761904762,1041.26605,1.0
5006,2004-03-02,1149.1,0.00601306153383201,0.008065769336453785,1.0,1144.230476190476,1042.2782,1.0
5005,2004-03-03,1151.03,0.005980966707819368,0.008062135035375994,1.0,1144.9814285714285,1043.31185,1.0
5004,2004-03-04,1154.87,0.006009376941882858,0.007845343956837062,1.0,1145.8785714285714,1044.48235,1.0
5003,2004-03-05,1156.86,0.005629373395576086,0.00784380207228245,1.0,1147.3233333333333,1045.6680000000001,1.0
5002,2004-03-08,1147.2,0.006006806333373436,0.007870003082089122,1.0,1148.209523809524,1046.7868999999998,1.0
5001,2004-03-09,1140.58,0.005531760721995187,0.007864168421761797,1.0,1148.1057142857142,1047.83045,1.0
5000,2004-03-10,1123.89,0.00637721158648846,0.007942567928669828,1.0,1147.347619047619,1048.7838,1.0
4999,2004-03-11,1106.78,0.006987766295651025,0.007916702649344508,1.0,1145.5019047619048,1049.5603,1.0
4998,2004-03-12,1120.57,0.007151824129355249,0.007958951256157408,1.0,1143.7309523809524,1050.39705,1.0
4997,2004-03-15,1104.49,0.007661155072716666,0.008025434083028986,1.0,1141.4633333333334,1051.1713,1.0
4996,2004-03-16,1110.7,0.0077908999653773766,0.007972641974041484,1.0,1139.7914285714285,1051.90685,1.0
4995,2004-03-17,1123.75,0.007942850520235339,0.0080078777762505,1.0,1138.2085714285715,1052.6906,1.0
4994,2004-03-18,1122.32,0.007911229300578472,0.008004202952342242,1.0,1136.8038095238094,1053.4444,1.0
4993,2004-03-19,1109.78,0.008188176373936302,0.007984009241045512,1.0,1135.0285714285715,1054.0621,1.0
4992,2004-03-22,1095.4,0.00856223860311047,0.008038308493201082,1.0,1132.7090476190476,1054.5883999999999,1.0
4991,2004-03-23,1093.95,0.008562325961029751,0.008036702915332568,1.0,1130.4690476190476,1055.1193500000002,1.0
4990,2004-03-24,1091.33,0.008562368666638672,0.007989749623355469,1.0,1128.194761904762,1055.69635,1.0
4989,2004-03-25,1109.19,0.009371303470160986,0.008043866042084104,1.0,1126.5528571428572,1056.3181,1.0
4988,2004-03-26,1108.06,0.00935400890080409,0.00799807838171828,1.0,1124.7980952380951,1056.871,1.0
4987,2004-03-29,1122.47,0.00987207356082813,0.00804589857068954,1.0,1123.7280952380952,1057.4908,1.0
4986,2004-03-30,1127.0,0.009647510567874867,0.008014479096651417,1.0,1122.3485714285714,1058.18275,1.0
4985,2004-03-31,1126.21,0.009586047199929915,0.007868215473405065,0.0,1121.2585714285715,1058.7601,1.0
4984,2004-04-01,1132.17,0.009667393364538032,0.007875304636226571,0.0,1120.3604761904762,1059.36265,1.0
4983,2004-04-02,1141.81,0.009840735137763922,0.007893685895764247,0.0,1119.7385714285713,1060.02125,1.0
4982,2004-04-05,1150.57,0.009992479203157606,0.007827150896102095,0.0,1119.4390476190476,1060.8006,1.0
4981,2004-04-06,1148.16,0.009829697759229825,0.007829673505836113,0.0,1119.4847619047619,1061.5629500000002,1.0
4980,2004-04-07,1140.53,0.009857627817612949,0.00777540121979146,0.0,1119.482380952381,1062.3574,1.0
4979,2004-04-08,1139.32,0.009269389533482249,0.007776062717959002,1.0,1120.217142857143,1063.13675,1.0
4978,2004-04-12,1145.2,0.008552740726838851,0.00775564702079612,1.0,1122.0466666666666,1063.98615,1.0
4977,2004-04-13,1129.44,0.008815260650746273,0.007792423546586307,0.0,1122.4690476190476,1064.70425,1.0
4976,2004-04-14,1128.17,0.008148809046244562,0.007757959395952601,0.0,1123.5966666666668,1065.464,1.0
4975,2004-04-15,1128.84,0.008080562205672964,0.007755952761501615,0.0,1124.4604761904764,1066.2357000000002,1.0
4974,2004-04-16,1134.61,0.007757427770401211,0.007745036099670349,0.0,1124.977619047619,1066.99715,1.0
4973,2004-04-19,1135.82,0.007748113352806648,0.007706625021657701,0.0,1125.6204761904762,1067.7075,1.0
4972,2004-04-20,1118.15,0.00813748838920677,0.007768156051880386,0.0,1126.0190476190478,1068.36975,1.0
4971,2004-04-21,1124.09,0.0075934345171793415,0.007667315062883918,0.0,1127.385238095238,1068.9681,1.0
4970,2004-04-22,1139.93,0.008057189151104024,0.0077233969125010725,0.0,1129.574761904762,1069.62855,1.0
4969,2004-04-23,1140.6,0.008002595525886917,0.00771074795147966,0.0,1131.9209523809525,1070.3205,1.0
4968,2004-04-26,1135.53,0.007428970787248811,0.007652999968770764,0.0,1133.175238095238,1071.05465,1.0
4967,2004-04-27,1138.11,0.007416325633242541,0.007628206766983148,0.0,1134.6061904761905,1071.7545,1.0
4966,2004-04-28,1122.41,0.007616230093431349,0.007688608783932356,0.0,1134.6033333333332,1072.34725,1.0
4965,2004-04-29,1113.89,0.007731296611651909,0.007705212691353048,0.0,1133.9790476190476,1072.9145999999998,1.0
4964,2004-04-30,1107.3,0.007819981252934774,0.007703410631146904,0.0,1133.0785714285714,1073.48065,1.0
4963,2004-05-03,1117.49,0.008014490537895455,0.0076712676759031736,0.0,1132.3795238095238,1074.15945,1.0
4962,2004-05-04,1119.55,0.007764663494783806,0.007631195318433998,0.0,1131.3195238095238,1074.7906,1.0
4961,2004-05-05,1121.53,0.007542709778520277,0.0075534890680044285,0.0,1129.9366666666665,1075.50425,1.0
4960,2004-05-06,1113.99,0.007637438546454945,0.0075457146671938265,0.0,1128.3095238095239,1076.13365,1.0
4959,2004-05-07,1098.7,0.008031627453944118,0.007614297242334175,0.0,1126.317619047619,1076.6841,1.0
4958,2004-05-10,1087.12,0.008255377354506306,0.007635795986031387,0.0,1123.8319047619048,1077.2117,1.0
4957,2004-05-11,1095.45,0.00838331803953818,0.007559749910867641,0.0,1121.462857142857,1077.6955500000001,1.0
4956,2004-05-12,1097.28,0.007970433448938097,0.007557914472259095,0.0,1119.9314285714286,1078.1993499999999,1.0
4955,2004-05-13,1096.44,0.007971383535730696,0.007538247348888023,0.0,1118.4204761904762,1078.73515,1.0
4954,2004-05-14,1095.7,0.007960648040758168,0.007536914424134753,0.0,1116.8423809523808,1079.2762,1.0
4953,2004-05-17,1084.1,0.008056834409148457,0.007576238958487735,0.0,1114.4371428571428,1079.74515,1.0
4952,2004-05-18,1091.49,0.00826603699803531,0.007550614883146919,0.0,1112.3261904761905,1080.30185,1.0
4951,2004-05-19,1088.68,0.007644776871640654,0.00755221352545271,0.0,1110.922857142857,1080.83115,1.0
4950,2004-05-20,1089.19,0.007508670544821126,0.007438994037899954,0.0,1109.2609523809524,1081.4497999999999,1.0
4949,2004-05-21,1093.56,0.006756755665456899,0.007442501961934426,0.0,1107.0528571428572,1082.0822,1.0
4948,2004-05-24,1095.41,0.006781925218336861,0.007427947423980686,0.0,1104.9009523809525,1082.68865,1.0
4947,2004-05-25,1113.05,0.00779113239954241,0.007504412788190205,0.0,1103.830476190476,1083.36595,1.0
4946,2004-05-26,1114.94,0.007780283194413626,0.007502823977158231,0.0,1102.7271428571428,1084.0377,1.0
4945,2004-05-27,1121.28,0.007314200361077626,0.0074825059021916785,0.0,1102.6733333333334,1084.69235,1.0
4944,2004-05-28,1120.68,0.007107973675264224,0.0074663179183778496,0.0,1102.9966666666667,1085.3756,1.0
4943,2004-06-01,1121.2,0.006963545752613912,0.007454490083647942,0.0,1103.6585714285713,1086.02905,1.0
4942,2004-06-02,1124.99,0.006717786063160322,0.007456959645924137,1.0,1104.0157142857145,1086.70065,1.0
4941,2004-06-03,1116.64,0.006915530333374151,0.0074543074539679755,0.0,1103.8771428571429,1087.28515,1.0
4940,2004-06-04,1122.5,0.007003757323063405,0.007460257308368268,0.0,1103.9233333333334,1087.8859,1.0
4939,2004-06-07,1140.42,0.007616602190124941,0.007535591942560027,1.0,1105.181904761905,1088.5865,1.0
4938,2004-06-08,1142.18,0.006804697928422976,0.007534072514775648,1.0,1107.2523809523811,1089.28105,1.0
4937,2004-06-09,1131.33,0.00671184080304064,0.0075292633281827705,1.0,1109.357619047619,1089.9724,1.0
4936,2004-06-10,1136.47,0.006612753033011894,0.007534263536082629,1.0,1111.3109523809526,1090.6861999999999,1.0
4935,2004-06-14,1125.29,0.007083850988804198,0.00756921108901229,1.0,1112.644761904762,1091.3290000000002,1.0
4934,2004-06-15,1132.01,0.0071421315984907625,0.007578540641441212,1.0,1114.3385714285714,1092.0050999999999,1.0
4933,2004-06-16,1133.56,0.007124623467209581,0.00756895429455863,1.0,1116.1414285714286,1092.6587,1.0
4932,2004-06-17,1132.05,0.006593383602692663,0.007563328722913287,1.0,1118.424761904762,1093.2789,1.0
4931,2004-06-18,1135.02,0.006505918778923449,0.00750646579503695,1.0,1120.497619047619,1093.84405,1.0
4930,2004-06-21,1130.3,0.006569092075200106,0.007509245779020855,1.0,1122.4795238095237,1094.3642,1.0
4929,2004-06-22,1134.41,0.006573594374737309,0.007512092229128104,1.0,1124.6328571428571,1094.8964,1.0
4928,2004-06-23,1144.06,0.006714565521165069,0.007517018692557285,1.0,1127.037619047619,1095.5097500000002,1.0
4927,2004-06-24,1140.65,0.006807430436166914,0.007491261929936818,1.0,1129.1919047619047,1096.0548,1.0
4926,2004-06-25,1134.43,0.006173584708528811,0.007477533498121556,1.0,1130.21,1096.6111,1.0
4925,2004-06-28,1133.35,0.006183679145352107,0.007424850171788752,1.0,1131.0866666666666,1097.22325,1.0
4924,2004-06-29,1136.2,0.006096576542516181,0.007418132292248866,1.0,1131.7971428571427,1097.82215,1.0
4923,2004-06-30,1140.84,0.006135434510360097,0.00742143510595289,1.0,1132.7571428571428,1098.4332000000002,1.0
4922,2004-07-01,1128.94,0.006616226617819773,0.007456302485598975,1.0,1133.1257142857144,1099.00385,1.0
4921,2004-07-02,1125.38,0.006619382687261934,0.007397237280933869,1.0,1133.1442857142856,1099.48415,1.0
4920,2004-07-06,1116.21,0.006662439413283449,0.007417786931265339,1.0,1133.1238095238095,1099.93535,1.0
