date,STLFSI4,5dma,fs_signal
2000-06-14,0.3977,0.41281904761904753,0.0
2000-06-15,0.3977,0.4095809523809523,0.0
2000-06-16,0.3729,0.40516190476190483,0.0
2000-06-19,0.3729,0.4121666666666667,0.0
2000-06-20,0.3729,0.4191714285714286,0.0
2000-06-21,0.3729,0.4261761904761905,0.0
2000-06-22,0.3729,0.43318095238095244,0.0
2000-06-23,0.4113,0.4420142857142857,0.0
2000-06-26,0.4113,0.4349571428571429,0.0
2000-06-27,0.4113,0.42789999999999995,0.0
2000-06-28,0.4113,0.42084285714285713,0.0
2000-06-29,0.4113,0.4137857142857143,0.0
2000-06-30,0.3458,0.4036095238095238,0.0
2000-07-03,0.3458,0.3989285714285714,0.0
2000-07-04,0.3458,0.394247619047619,0.0
2000-07-05,0.3458,0.3895666666666666,0.0
2000-07-06,0.3458,0.38488571428571433,0.0
2000-07-07,0.2706,0.3766238095238095,0.0
2000-07-10,0.2706,0.37057142857142855,0.0
2000-07-11,0.2706,0.3645190476190476,0.0
2000-07-12,0.2706,0.35846666666666666,0.0
2000-07-13,0.2706,0.3524142857142857,0.0
2000-07-14,0.133,0.33980952380952384,0.0
2000-07-17,0.133,0.3283857142857143,0.0
2000-07-18,0.133,0.3169619047619047,0.0
2000-07-19,0.133,0.3055380952380952,0.0
2000-07-20,0.133,0.2941142857142857,0.0
2000-07-21,0.054,0.2789285714285714,0.0
2000-07-24,0.054,0.2619142857142857,0.0
2000-07-25,0.054,0.24490000000000003,0.0
2000-07-26,0.054,0.22788571428571427,0.0
2000-07-27,0.054,0.21087142857142857,0.0
2000-07-28,0.1127,0.19665238095238097,0.0
2000-07-31,0.1127,0.18555238095238097,0.0
2000-08-01,0.1127,0.17445238095238094,0.0
2000-08-02,0.1127,0.16335238095238097,0.0
2000-08-03,0.1127,0.15225238095238094,0.0
2000-08-04,0.1202,0.1415095238095238,0.0
2000-08-07,0.1202,0.13434761904761908,0.0
2000-08-08,0.1202,0.12718571428571426,0.0
2000-08-09,0.1202,0.1200238095238095,0.0
2000-08-10,0.1202,0.11286190476190476,0.0
2000-08-11,-0.0272,0.09868095238095237,0.0
2000-08-14,-0.0272,0.09105238095238095,0.0
2000-08-15,-0.0272,0.08342380952380953,0.0
2000-08-16,-0.0272,0.0757952380952381,0.0
2000-08-17,-0.0272,0.06816666666666667,0.0
2000-08-18,-0.0128,0.061223809523809514,0.0
2000-08-21,-0.0128,0.05804285714285714,0.0
2000-08-22,-0.0128,0.054861904761904765,0.0
2000-08-23,-0.0128,0.051680952380952376,0.0
2000-08-24,-0.0128,0.0485,0.0
2000-08-25,0.0088,0.04634761904761905,0.0
2000-08-28,0.0088,0.0414,0.0
2000-08-29,0.0088,0.03645238095238095,0.0
2000-08-30,0.0088,0.03150476190476191,0.0
2000-08-31,0.0088,0.026557142857142862,0.0
2000-09-01,-0.0757,0.017585714285714288,0.0
2000-09-04,-0.0757,0.008257142857142857,0.0
2000-09-05,-0.0757,-0.001071428571428571,1.0
2000-09-06,-0.0757,-0.0104,1.0
2000-09-07,-0.0757,-0.01972857142857143,1.0
2000-09-08,0.055,-0.022833333333333334,1.0
2000-09-11,0.055,-0.01891904761904762,1.0
2000-09-12,0.055,-0.015004761904761904,1.0
2000-09-13,0.055,-0.01109047619047619,1.0
2000-09-14,0.055,-0.007176190476190477,1.0
2000-09-15,0.0746,-0.002328571428571429,1.0
2000-09-18,0.0746,0.0018333333333333326,0.0
2000-09-19,0.0746,0.005995238095238094,0.0
2000-09-20,0.0746,0.010157142857142856,0.0
2000-09-21,0.0746,0.014319047619047617,0.0
2000-09-22,0.2395,0.02633333333333333,0.0
2000-09-25,0.2395,0.03731904761904762,0.0
2000-09-26,0.2395,0.048304761904761906,0.0
2000-09-27,0.2395,0.059290476190476185,0.0
2000-09-28,0.2395,0.07027619047619048,0.0
2000-09-29,0.1168,0.07541904761904762,0.0
2000-10-02,0.1168,0.08458571428571429,0.0
2000-10-03,0.1168,0.09375238095238095,0.0
2000-10-04,0.1168,0.1029190476190476,0.0
2000-10-05,0.1168,0.11208571428571427,0.0
2000-10-06,0.1709,0.12382857142857143,0.0
2000-10-09,0.1709,0.12934761904761904,0.0
2000-10-10,0.1709,0.13486666666666666,0.0
2000-10-11,0.1709,0.14038571428571428,0.0
2000-10-12,0.1709,0.1459047619047619,0.0
2000-10-13,0.6532,0.1743904761904762,0.0
2000-10-16,0.6532,0.20194285714285715,0.0
2000-10-17,0.6532,0.22949523809523809,0.0
2000-10-18,0.6532,0.2570476190476191,0.0
2000-10-19,0.6532,0.2846,0.0
2000-10-20,0.466,0.30323809523809525,0.0
2000-10-23,0.466,0.31402380952380954,0.0
2000-10-24,0.466,0.32480952380952377,0.0
2000-10-25,0.466,0.3355952380952381,0.0
2000-10-26,0.466,0.3463809523809524,0.0
2000-10-27,0.299,0.3492142857142857,0.0
2000-10-30,0.299,0.3578904761904762,0.0
2000-10-31,0.299,0.3665666666666667,0.0
2000-11-01,0.299,0.3752428571428571,0.0
2000-11-02,0.299,0.38391904761904766,0.0
2000-11-03,0.1089,0.38354285714285713,0.0
2000-11-06,0.1089,0.3805904761904762,0.0
2000-11-07,0.1089,0.3776380952380953,0.0
2000-11-08,0.1089,0.3746857142857143,0.0
2000-11-09,0.1089,0.37173333333333336,0.0
2000-11-10,0.2909,0.37744761904761903,0.0
2000-11-13,0.2909,0.36019523809523807,0.0
2000-11-14,0.2909,0.3429428571428571,0.0
2000-11-15,0.2909,0.3256904761904762,0.0
2000-11-16,0.2909,0.30843809523809523,0.0
2000-11-17,0.3894,0.29587619047619046,0.0
2000-11-20,0.3894,0.29222857142857145,0.0
2000-11-21,0.3894,0.2885809523809524,0.0
2000-11-22,0.3894,0.2849333333333333,0.0
2000-11-23,0.3894,0.2812857142857143,0.0
2000-11-24,0.5301,0.2843380952380952,0.0
2000-11-27,0.5301,0.2953428571428572,0.0
2000-11-28,0.5301,0.30634761904761904,0.0
2000-11-29,0.5301,0.31735238095238094,0.0
2000-11-30,0.5301,0.32835714285714285,0.0
2000-12-01,0.5725,0.34138095238095234,0.0
2000-12-04,0.5725,0.36345714285714287,0.0
2000-12-05,0.5725,0.38553333333333334,0.0
2000-12-06,0.5725,0.40760952380952375,0.0
2000-12-07,0.5725,0.42968571428571434,0.0
2000-12-08,0.6156,0.45381428571428567,0.0
2000-12-11,0.6156,0.4692761904761905,0.0
2000-12-12,0.6156,0.4847380952380953,0.0
2000-12-13,0.6156,0.5002,0.0
2000-12-14,0.6156,0.5156619047619048,0.0
2000-12-15,0.4418,0.5228476190476191,0.0
2000-12-18,0.4418,0.5253428571428571,0.0
2000-12-19,0.4418,0.5278380952380952,0.0
2000-12-20,0.4418,0.5303333333333333,0.0
2000-12-21,0.4418,0.5328285714285714,0.0
2000-12-22,0.889,0.5566190476190477,0.0
2000-12-25,0.889,0.5737095238095238,0.0
2000-12-26,0.889,0.5908,0.0
2000-12-27,0.889,0.6078904761904762,0.0
2000-12-28,0.889,0.6249809523809524,0.0
2000-12-29,0.6833,0.6322761904761905,0.0
2001-01-01,0.6833,0.637552380952381,0.0
2001-01-02,0.6833,0.6428285714285715,0.0
2001-01-03,0.6833,0.648104761904762,0.0
2001-01-04,0.6833,0.6533809523809525,0.0
2001-01-05,0.9014,0.669042857142857,0.0
2001-01-08,0.9014,0.682652380952381,0.0
2001-01-09,0.9014,0.6962619047619049,0.0
2001-01-10,0.9014,0.7098714285714285,0.0
2001-01-11,0.9014,0.7234809523809524,0.0
2001-01-12,0.4795,0.717,0.0
2001-01-15,0.4795,0.718795238095238,0.0
2001-01-16,0.4795,0.7205904761904762,0.0
2001-01-17,0.4795,0.7223857142857143,0.0
2001-01-18,0.4795,0.7241809523809524,0.0
2001-01-19,0.2755,0.7162619047619048,0.0
2001-01-22,0.2755,0.687047619047619,0.0
2001-01-23,0.2755,0.6578333333333334,0.0
2001-01-24,0.2755,0.6286190476190475,0.0
2001-01-25,0.2755,0.5994047619047619,0.0
2001-01-26,0.2476,0.5688619047619048,0.0
2001-01-29,0.2476,0.5481142857142857,0.0
2001-01-30,0.2476,0.5273666666666667,0.0
2001-01-31,0.2476,0.5066190476190476,0.0
2001-02-01,0.2476,0.4858714285714286,0.0
2001-02-02,0.3916,0.4719809523809524,0.0
2001-02-05,0.3916,0.4477047619047619,0.0
2001-02-06,0.3916,0.4234285714285714,0.0
2001-02-07,0.3916,0.399152380952381,0.0
2001-02-08,0.3916,0.3748761904761905,0.0
2001-02-09,0.362,0.3491904761904762,0.0
2001-02-12,0.362,0.34359523809523806,0.0
2001-02-13,0.362,0.33799999999999997,0.0
2001-02-14,0.362,0.3324047619047619,0.0
2001-02-15,0.362,0.32680952380952377,0.0
2001-02-16,0.2734,0.31699523809523805,0.0
2001-02-19,0.2734,0.31689523809523806,0.0
2001-02-20,0.2734,0.3167952380952381,0.0
2001-02-21,0.2734,0.31669523809523814,0.0
2001-02-22,0.2734,0.3165952380952381,0.0
2001-02-23,0.6378,0.33384761904761906,0.0
2001-02-26,0.6378,0.3524285714285714,0.0
2001-02-27,0.6378,0.3710095238095238,0.0
2001-02-28,0.6378,0.3895904761904762,0.0
2001-03-01,0.6378,0.4081714285714286,0.0
2001-03-02,0.5329,0.42175714285714283,0.0
2001-03-05,0.5329,0.42848571428571425,0.0
2001-03-06,0.5329,0.4352142857142858,0.0
2001-03-07,0.5329,0.4419428571428572,0.0
2001-03-08,0.5329,0.4486714285714286,0.0
2001-03-09,0.3953,0.44884761904761905,0.0
2001-03-12,0.3953,0.4504333333333333,0.0
2001-03-13,0.3953,0.4520190476190476,0.0
2001-03-14,0.3953,0.45360476190476184,0.0
2001-03-15,0.3953,0.45519047619047615,0.0
2001-03-16,0.7691,0.47457619047619043,0.0
2001-03-19,0.7691,0.4981809523809524,0.0
2001-03-20,0.7691,0.5217857142857143,0.0
2001-03-21,0.7691,0.5453904761904761,0.0
2001-03-22,0.7691,0.5689952380952381,0.0
2001-03-23,1.0361,0.6053142857142857,0.0
2001-03-26,1.0361,0.6242809523809524,0.0
2001-03-27,1.0361,0.643247619047619,0.0
2001-03-28,1.0361,0.6622142857142858,0.0
2001-03-29,1.0361,0.6811809523809524,0.0
2001-03-30,0.5137,0.6752714285714285,0.0
2001-04-02,0.5137,0.6743571428571429,0.0
2001-04-03,0.5137,0.6734428571428571,0.0
2001-04-04,0.5137,0.6725285714285714,0.0
2001-04-05,0.5137,0.6716142857142857,0.0
2001-04-06,1.0126,0.6944571428571429,0.0
2001-04-09,1.0126,0.7238523809523809,0.0
2001-04-10,1.0126,0.753247619047619,0.0
2001-04-11,1.0126,0.7826428571428572,0.0
2001-04-12,1.0126,0.8120380952380953,0.0
2001-04-13,0.7104,0.8270428571428571,0.0
2001-04-16,0.7104,0.8242476190476191,0.0
2001-04-17,0.7104,0.8214523809523809,0.0
2001-04-18,0.7104,0.8186571428571429,0.0
2001-04-19,0.7104,0.8158619047619047,0.0
2001-04-20,0.6082,0.8082,0.0
2001-04-23,0.6082,0.7878238095238095,0.0
2001-04-24,0.6082,0.7674476190476189,0.0
2001-04-25,0.6082,0.7470714285714285,0.0
2001-04-26,0.6082,0.7266952380952381,0.0
2001-04-27,0.7443,0.7128,0.0
2001-04-30,0.7443,0.7237809523809524,0.0
2001-05-01,0.7443,0.7347619047619047,0.0
2001-05-02,0.7443,0.7457428571428572,0.0
2001-05-03,0.7443,0.7567238095238095,0.0
2001-05-04,0.2931,0.7462190476190477,0.0
2001-05-07,0.2931,0.7119571428571427,0.0
2001-05-08,0.2931,0.6776952380952381,0.0
2001-05-09,0.2931,0.6434333333333333,0.0
2001-05-10,0.2931,0.6091714285714286,0.0
2001-05-11,0.3979,0.5799,0.0
2001-05-14,0.3979,0.5650190476190475,0.0
2001-05-15,0.3979,0.5501380952380952,0.0
2001-05-16,0.3979,0.5352571428571429,0.0
2001-05-17,0.3979,0.5203761904761904,0.0
2001-05-18,0.4111,0.5061238095238095,0.0
2001-05-21,0.4111,0.4967380952380952,0.0
2001-05-22,0.4111,0.4873523809523809,0.0
2001-05-23,0.4111,0.47796666666666665,0.0
2001-05-24,0.4111,0.4685809523809524,0.0
2001-05-25,0.3479,0.4561857142857143,0.0
2001-05-28,0.3479,0.4373095238095238,0.0
2001-05-29,0.3479,0.41843333333333327,0.0
2001-05-30,0.3479,0.3995571428571429,0.0
2001-05-31,0.3479,0.3806809523809524,0.0
2001-06-01,0.3929,0.3639476190476191,0.0
2001-06-04,0.3929,0.3687,0.0
2001-06-05,0.3929,0.373452380952381,0.0
2001-06-06,0.3929,0.37820476190476193,0.0
2001-06-07,0.3929,0.38295714285714283,0.0
2001-06-08,0.3675,0.3865,0.0
2001-06-11,0.3675,0.385052380952381,0.0
2001-06-12,0.3675,0.3836047619047619,0.0
2001-06-13,0.3675,0.38215714285714286,0.0
2001-06-14,0.3675,0.38070952380952383,0.0
2001-06-15,0.444,0.3829047619047619,0.0
2001-06-18,0.444,0.3844714285714286,0.0
2001-06-19,0.444,0.38603809523809524,0.0
2001-06-20,0.444,0.3876047619047619,0.0
2001-06-21,0.444,0.3891714285714286,0.0
2001-06-22,0.4843,0.3926571428571429,0.0
2001-06-25,0.4843,0.399152380952381,0.0
2001-06-26,0.4843,0.4056476190476191,0.0
2001-06-27,0.4843,0.4121428571428571,0.0
2001-06-28,0.4843,0.4186380952380953,0.0
2001-06-29,0.2937,0.41605714285714285,0.0
2001-07-02,0.2937,0.41133333333333333,0.0
2001-07-03,0.2937,0.4066095238095238,0.0
2001-07-04,0.2937,0.4018857142857143,0.0
2001-07-05,0.2937,0.3971619047619047,0.0
2001-07-06,0.261,0.39088095238095233,0.0
2001-07-09,0.261,0.3858095238095238,0.0
2001-07-10,0.261,0.38073809523809526,0.0
2001-07-11,0.261,0.37566666666666665,0.0
2001-07-12,0.261,0.3705952380952381,0.0
2001-07-13,0.5356,0.37860000000000005,0.0
2001-07-16,0.5356,0.38296190476190484,0.0
2001-07-17,0.5356,0.38732380952380957,0.0
2001-07-18,0.5356,0.3916857142857143,0.0
2001-07-19,0.5356,0.39604761904761904,0.0
2001-07-20,0.4284,0.39530476190476194,0.0
2001-07-23,0.4284,0.3926428571428571,0.0
2001-07-24,0.4284,0.38998095238095243,0.0
2001-07-25,0.4284,0.38731904761904756,0.0
2001-07-26,0.4284,0.38465714285714286,0.0
2001-07-27,0.3098,0.3763476190476191,0.0
2001-07-30,0.3098,0.37711428571428574,0.0
2001-07-31,0.3098,0.3778809523809524,0.0
2001-08-01,0.3098,0.37864761904761907,0.0
2001-08-02,0.3098,0.37941428571428576,0.0
2001-08-03,0.2357,0.37665238095238096,0.0
2001-08-06,0.2357,0.37544761904761903,0.0
2001-08-07,0.2357,0.37424285714285715,0.0
2001-08-08,0.2357,0.3730380952380952,0.0
2001-08-09,0.2357,0.37183333333333335,0.0
2001-08-10,0.2503,0.37132380952380956,0.0
2001-08-13,0.2503,0.35773809523809524,0.0
2001-08-14,0.2503,0.34415238095238093,0.0
2001-08-15,0.2503,0.3305666666666666,0.0
2001-08-16,0.2503,0.31698095238095236,0.0
2001-08-17,0.3614,0.3086857142857143,0.0
2001-08-20,0.3614,0.30549523809523815,0.0
2001-08-21,0.3614,0.3023047619047619,0.0
2001-08-22,0.3614,0.2991142857142857,0.0
2001-08-23,0.3614,0.29592380952380953,0.0
2001-08-24,0.4584,0.2973523809523809,0.0
2001-08-27,0.4584,0.30442857142857144,0.0
2001-08-28,0.4584,0.3115047619047619,0.0
2001-08-29,0.4584,0.31858095238095235,0.0
2001-08-30,0.4584,0.32565714285714287,0.0
2001-08-31,0.3824,0.3291142857142857,0.0
2001-09-03,0.3824,0.33609999999999995,0.0
2001-09-04,0.3824,0.3430857142857143,0.0
2001-09-05,0.3824,0.35007142857142853,0.0
2001-09-06,0.3824,0.3570571428571429,0.0
2001-09-07,0.4881,0.3690761904761905,0.0
2001-09-10,0.4881,0.38039999999999996,0.0
2001-09-11,0.4881,0.39172380952380953,0.0
2001-09-12,0.4881,0.40304761904761904,0.0
2001-09-13,0.4881,0.4143714285714285,0.0
2001-09-14,1.4541,0.47169523809523806,0.0
2001-09-17,1.4541,0.5237285714285714,0.0
2001-09-18,1.4541,0.5757619047619048,0.0
2001-09-19,1.4541,0.6277952380952381,0.0
2001-09-20,1.4541,0.6798285714285713,0.0
2001-09-21,1.9694,0.7564,0.0
2001-09-24,1.9694,0.8283523809523808,0.0
2001-09-25,1.9694,0.9003047619047618,0.0
2001-09-26,1.9694,0.9722571428571429,0.0
2001-09-27,1.9694,1.0442095238095237,0.0
2001-09-28,0.7166,1.0565047619047618,0.0
2001-10-01,0.7166,1.0724190476190476,0.0
2001-10-02,0.7166,1.0883333333333332,0.0
2001-10-03,0.7166,1.1042476190476191,0.0
2001-10-04,0.7166,1.120161904761905,0.0
2001-10-05,1.1071,1.1546714285714286,0.0
2001-10-08,1.1071,1.184147619047619,0.0
2001-10-09,1.1071,1.2136238095238094,0.0
2001-10-10,1.1071,1.2431,0.0
2001-10-11,1.1071,1.2725761904761905,0.0
2001-10-12,0.8414,1.2894,0.0
2001-10-15,0.8414,1.2602238095238096,0.0
2001-10-16,0.8414,1.2310476190476192,0.0
2001-10-17,0.8414,1.2018714285714285,0.0
2001-10-18,0.8414,1.172695238095238,0.0
2001-10-19,0.7457,1.1389619047619046,0.0
2001-10-22,0.7457,1.0806904761904763,0.0
2001-10-23,0.7457,1.0224190476190476,0.0
2001-10-24,0.7457,0.964147619047619,0.0
2001-10-25,0.7457,0.9058761904761906,0.0
2001-10-26,0.7237,0.8465571428571428,0.0
2001-10-29,0.7237,0.8468952380952381,0.0
2001-10-30,0.7237,0.8472333333333334,0.0
2001-10-31,0.7237,0.8475714285714288,0.0
2001-11-01,0.7237,0.8479095238095237,0.0
2001-11-02,1.0266,0.8626714285714285,0.0
2001-11-05,1.0266,0.8588380952380952,0.0
2001-11-06,1.0266,0.8550047619047619,0.0
2001-11-07,1.0266,0.8511714285714286,0.0
2001-11-08,1.0266,0.8473380952380952,0.0
2001-11-09,0.8234,0.8338285714285715,0.0
2001-11-12,0.8234,0.8329714285714286,0.0
2001-11-13,0.8234,0.8321142857142857,0.0
2001-11-14,0.8234,0.8312571428571428,0.0
2001-11-15,0.8234,0.8303999999999999,0.0
2001-11-16,0.3633,0.8076333333333333,0.0
2001-11-19,0.3633,0.7894238095238095,0.0
2001-11-20,0.3633,0.7712142857142856,0.0
2001-11-21,0.3633,0.7530047619047618,0.0
2001-11-22,0.3633,0.7347952380952381,0.0
2001-11-23,0.4906,0.7226476190476191,0.0
2001-11-26,0.4906,0.711547619047619,0.0
2001-11-27,0.4906,0.7004476190476191,0.0
2001-11-28,0.4906,0.6893476190476191,0.0
2001-11-29,0.4906,0.678247619047619,0.0
2001-11-30,0.665,0.6754523809523809,0.0
2001-12-03,0.665,0.6582333333333332,0.0
2001-12-04,0.665,0.6410142857142856,0.0
2001-12-05,0.665,0.6237952380952381,0.0
2001-12-06,0.665,0.6065761904761905,0.0
2001-12-07,0.758,0.5937857142857143,0.0
2001-12-10,0.758,0.5906714285714285,0.0
2001-12-11,0.758,0.5875571428571428,0.0
2001-12-12,0.758,0.5844428571428572,0.0
2001-12-13,0.758,0.5813285714285714,0.0
2001-12-14,0.7515,0.5779047619047619,0.0
2001-12-17,0.7515,0.5963904761904762,0.0
2001-12-18,0.7515,0.6148761904761905,0.0
2001-12-19,0.7515,0.6333619047619047,0.0
2001-12-20,0.7515,0.6518476190476191,0.0
2001-12-21,0.7324,0.6694238095238095,0.0
2001-12-24,0.7324,0.6809380952380952,0.0
2001-12-25,0.7324,0.692452380952381,0.0
2001-12-26,0.7324,0.7039666666666667,0.0
2001-12-27,0.7324,0.7154809523809524,0.0
2001-12-28,0.5712,0.7193190476190476,0.0
2001-12-31,0.5712,0.714852380952381,0.0
2002-01-01,0.5712,0.7103857142857143,0.0
2002-01-02,0.5712,0.7059190476190477,0.0
2002-01-03,0.5712,0.701452380952381,0.0
2002-01-04,0.5319,0.6951142857142857,0.0
2002-01-07,0.5319,0.6843476190476191,0.0
2002-01-08,0.5319,0.6735809523809524,0.0
2002-01-09,0.5319,0.6628142857142857,0.0
2002-01-10,0.5319,0.652047619047619,0.0
2002-01-11,0.5189,0.6406619047619048,0.0
2002-01-14,0.5189,0.6295857142857143,0.0
2002-01-15,0.5189,0.6185095238095238,0.0
2002-01-16,0.5189,0.6074333333333334,0.0
2002-01-17,0.5189,0.5963571428571429,0.0
2002-01-18,0.5725,0.5878333333333333,0.0
2002-01-21,0.5725,0.5802190476190476,0.0
2002-01-22,0.5725,0.572604761904762,0.0
2002-01-23,0.5725,0.5649904761904763,0.0
2002-01-24,0.5725,0.5573761904761905,0.0
2002-01-25,0.3374,0.5385666666666667,0.0
2002-01-28,0.3374,0.5274333333333333,0.0
2002-01-29,0.3374,0.5163,0.0
2002-01-30,0.3374,0.5051666666666668,0.0
2002-01-31,0.3374,0.4940333333333334,0.0
2002-02-01,0.4882,0.4900809523809524,0.0
2002-02-04,0.4882,0.488,0.0
2002-02-05,0.4882,0.48591904761904764,0.0
2002-02-06,0.4882,0.4838380952380952,0.0
2002-02-07,0.4882,0.4817571428571429,0.0
2002-02-08,0.6492,0.4873428571428572,0.0
2002-02-11,0.6492,0.493547619047619,0.0
2002-02-12,0.6492,0.49975238095238095,0.0
2002-02-13,0.6492,0.5059571428571429,0.0
2002-02-14,0.6492,0.5121619047619047,0.0
2002-02-15,0.3511,0.5041714285714286,0.0
2002-02-18,0.3511,0.49362857142857147,0.0
2002-02-19,0.3511,0.4830857142857143,0.0
2002-02-20,0.3511,0.4725428571428571,0.0
2002-02-21,0.3511,0.462,0.0
2002-02-22,0.5283,0.4598952380952381,0.0
2002-02-25,0.5283,0.46898571428571423,0.0
2002-02-26,0.5283,0.4780761904761905,0.0
2002-02-27,0.5283,0.48716666666666664,0.0
2002-02-28,0.5283,0.49625714285714284,0.0
2002-03-01,0.3639,0.49751904761904764,0.0
2002-03-04,0.3639,0.4915999999999999,0.0
2002-03-05,0.3639,0.48568095238095244,0.0
2002-03-06,0.3639,0.4797619047619047,0.0
2002-03-07,0.3639,0.4738428571428572,0.0
2002-03-08,0.1724,0.4588047619047619,0.0
2002-03-11,0.1724,0.4361,0.0
2002-03-12,0.1724,0.4133952380952381,0.0
2002-03-13,0.1724,0.39069047619047625,0.0
2002-03-14,0.1724,0.3679857142857143,0.0
2002-03-15,0.1421,0.3438380952380952,0.0
2002-03-18,0.1421,0.3338857142857143,0.0
2002-03-19,0.1421,0.32393333333333335,0.0
2002-03-20,0.1421,0.3139809523809524,0.0
2002-03-21,0.1421,0.3040285714285714,0.0
2002-03-22,0.2665,0.3,0.0
2002-03-25,0.2665,0.2875333333333333,0.0
2002-03-26,0.2665,0.2750666666666667,0.0
2002-03-27,0.2665,0.2626,0.0
2002-03-28,0.2665,0.2501333333333333,0.0
2002-03-29,0.3234,0.2403761904761905,0.0
2002-04-01,0.3234,0.23844761904761907,0.0
2002-04-02,0.3234,0.2365190476190476,0.0
2002-04-03,0.3234,0.23459047619047618,0.0
2002-04-04,0.3234,0.2326619047619048,0.0
2002-04-05,0.4208,0.23537142857142856,0.0
2002-04-08,0.4208,0.2472,0.0
2002-04-09,0.4208,0.25902857142857144,0.0
2002-04-10,0.4208,0.27085714285714285,0.0
2002-04-11,0.4208,0.2826857142857143,0.0
2002-04-12,0.3849,0.29280476190476196,0.0
2002-04-15,0.3849,0.3043666666666667,0.0
2002-04-16,0.3849,0.31592857142857145,0.0
2002-04-17,0.3849,0.32749047619047617,0.0
2002-04-18,0.3849,0.339052380952381,0.0
2002-04-19,0.2782,0.3455333333333333,0.0
2002-04-22,0.2782,0.3460904761904762,0.0
2002-04-23,0.2782,0.34664761904761904,0.0
2002-04-24,0.2782,0.3472047619047619,0.0
2002-04-25,0.2782,0.3477619047619048,0.0
2002-04-26,0.3611,0.3522666666666667,0.0
2002-04-29,0.3611,0.35406190476190474,0.0
2002-04-30,0.3611,0.35585714285714287,0.0
2002-05-01,0.3611,0.35765238095238094,0.0
2002-05-02,0.3611,0.35944761904761907,0.0
2002-05-03,0.2469,0.3558047619047619,0.0
2002-05-06,0.2469,0.3475238095238095,0.0
2002-05-07,0.2469,0.3392428571428572,0.0
2002-05-08,0.2469,0.3309619047619048,0.0
2002-05-09,0.2469,0.3226809523809524,0.0
2002-05-10,0.3374,0.3187095238095238,0.0
2002-05-13,0.3374,0.31644761904761903,0.0
2002-05-14,0.3374,0.3141857142857143,0.0
2002-05-15,0.3374,0.3119238095238095,0.0
2002-05-16,0.3374,0.30966190476190475,0.0
2002-05-17,0.1391,0.29795714285714286,0.0
2002-05-20,0.1391,0.29133333333333333,0.0
2002-05-21,0.1391,0.2847095238095238,0.0
2002-05-22,0.1391,0.27808571428571427,0.0
2002-05-23,0.1391,0.2714619047619048,0.0
2002-05-24,0.346,0.27469047619047615,0.0
2002-05-27,0.346,0.2739714285714286,0.0
2002-05-28,0.346,0.27325238095238097,0.0
2002-05-29,0.346,0.2725333333333333,0.0
2002-05-30,0.346,0.27181428571428573,0.0
2002-05-31,0.3247,0.27008095238095237,0.0
2002-06-03,0.3247,0.27378571428571424,0.0
2002-06-04,0.3247,0.2774904761904762,0.0
2002-06-05,0.3247,0.28119523809523805,0.0
2002-06-06,0.3247,0.28489999999999993,0.0
2002-06-07,0.5053,0.2972047619047619,0.0
2002-06-10,0.5053,0.30519999999999997,0.0
2002-06-11,0.5053,0.3131952380952381,0.0
2002-06-12,0.5053,0.3211904761904762,0.0
2002-06-13,0.5053,0.32918571428571425,0.0
2002-06-14,0.6032,0.3418428571428571,0.0
2002-06-17,0.6032,0.3639428571428571,0.0
2002-06-18,0.6032,0.38604285714285713,0.0
2002-06-19,0.6032,0.40814285714285714,0.0
2002-06-20,0.6032,0.43024285714285715,0.0
2002-06-21,0.629,0.4535714285714285,0.0
2002-06-24,0.629,0.46704761904761904,0.0
2002-06-25,0.629,0.48052380952380946,0.0
2002-06-26,0.629,0.49399999999999994,0.0
2002-06-27,0.629,0.5074761904761905,0.0
2002-06-28,0.9587,0.5366523809523809,0.0
2002-07-01,0.9587,0.5668428571428571,0.0
2002-07-02,0.9587,0.5970333333333333,0.0
2002-07-03,0.9587,0.6272238095238095,0.0
2002-07-04,0.9587,0.6574142857142857,0.0
2002-07-05,0.7538,0.677847619047619,0.0
2002-07-08,0.7538,0.6896809523809524,0.0
2002-07-09,0.7538,0.7015142857142858,0.0
2002-07-10,0.7538,0.7133476190476191,0.0
2002-07-11,0.7538,0.7251809523809525,0.0
2002-07-12,0.8912,0.7435571428571429,0.0
2002-07-15,0.8912,0.7572714285714286,0.0
2002-07-16,0.8912,0.7709857142857143,0.0
2002-07-17,0.8912,0.7847,0.0
2002-07-18,0.8912,0.7984142857142857,0.0
2002-07-19,1.0123,0.817895238095238,0.0
2002-07-22,1.0123,0.8361476190476191,0.0
2002-07-23,1.0123,0.8543999999999999,0.0
2002-07-24,1.0123,0.872652380952381,0.0
2002-07-25,1.0123,0.8909047619047619,0.0
2002-07-26,1.483,0.9315714285714285,0.0
2002-07-29,1.483,0.9565380952380952,0.0
2002-07-30,1.483,0.9815047619047619,0.0
2002-07-31,1.483,1.0064714285714287,0.0
2002-08-01,1.483,1.0314380952380955,0.0
2002-08-02,0.8984,1.0285666666666669,0.0
2002-08-05,0.8984,1.0354523809523808,0.0
2002-08-06,0.8984,1.0423380952380954,0.0
2002-08-07,0.8984,1.0492238095238096,0.0
2002-08-08,0.8984,1.0561095238095237,0.0
2002-08-09,1.2782,1.0810809523809524,0.0
2002-08-12,1.2782,1.0995095238095238,0.0
2002-08-13,1.2782,1.1179380952380953,0.0
2002-08-14,1.2782,1.1363666666666665,0.0
