,date,EM,21d,200d,market_cross,EM_return,21d_vol,200d_vol,market_vol_cross,SP500,sp500_return,EM_v_sp500,50d_hit,200d_hit,EM_v_sp500_hit,index_x,DXY,21dma_dxy,200dma_dxy,dxy_signal,index_y,AUDCHF,21dma_audchf,200dma_audchf,audchf_signal,CRB CMDT,CRB RIND,commodity_tr,21d_cmdty,200d_cmdty,commodity_cross,technicals,volatility,currency,commodities,EM Regime Model,1M,3M
0,2003-04-14,7.799,,,,,,,,,,,,,,2160.0,99.96,100.45333333333333,104.04390000000001,1.0,2160.0,0.8402,0.8283095238095238,0.8140975,1.0,249.2,259.93,254.565,254.26119047619045,245.07815000000002,1.0,,,1.0,1.0,,0.07718938325426339,0.25695602000256446
1,2003-04-15,7.892,,,,0.011854067812007964,,,,,,,,,,2161.0,99.76,100.40666666666667,104.01445,1.0,2161.0,0.8438,0.8294904761904762,0.8141075,1.0,249.19,260.42,254.805,254.22880952380953,245.1492,1.0,,,1.0,1.0,,0.06664977192093247,0.2431576279776988
2,2003-04-16,7.983,,,,0.011464692503292885,,,,,,,,,,2162.0,99.06,100.32095238095238,103.97935000000001,1.0,2162.0,0.8402,0.830395238095238,0.8141134999999999,1.0,248.47,260.65,254.56,254.16642857142855,245.218125,1.0,,,1.0,1.0,,0.05536765626957307,0.19679318551922842
3,2003-04-17,8.04,,,,0.007114802527213108,,,,,,,,,,2163.0,99.3,100.21238095238095,103.9463,1.0,2163.0,0.8471,0.8315571428571429,0.8142165,1.0,249.32,261.03,255.17499999999998,254.14571428571426,245.29354999999998,1.0,,,1.0,1.0,,0.022885572139303534,0.20422885572139315
4,2003-04-21,8.037,,,,-0.00037320396029336437,,,,,,,,,,2165.0,99.59,100.00857142857141,103.88785,1.0,2165.0,0.8524,0.8339666666666667,0.8144845,1.0,248.74,260.84,254.79,254.08309523809524,245.4475,1.0,,,1.0,1.0,,0.028368794326241176,0.18875202189871843
5,2003-04-22,8.064,,,,0.003353832098431237,,,,,,,,,,2166.0,98.73,99.90095238095239,103.85904999999998,1.0,2166.0,0.8507,0.835247619047619,0.8147025000000001,1.0,248.89,259.92,254.405,254.07666666666668,245.51985000000002,1.0,,,1.0,1.0,,0.025793650793650924,0.19890873015873
6,2003-04-23,8.102,,,,0.004701233451486052,,,,,,,,,,2167.0,98.78,99.80142857142857,103.83085000000001,1.0,2167.0,0.8481,0.8363095238095238,0.8149299999999999,1.0,248.57,258.19,253.38,254.01476190476188,245.58724999999998,1.0,,,1.0,1.0,,0.030239447050111057,0.18563317699333481
7,2003-04-24,7.942,,,,-0.019945812071439074,,,,,,,,,,2168.0,98.33,99.69666666666667,103.80014999999999,1.0,2168.0,0.8403,0.8369428571428572,0.815121,1.0,248.54,257.42,252.98000000000002,253.9607142857143,245.65112499999998,1.0,,,1.0,1.0,,0.0616973054646186,0.2153110047846889
8,2003-04-25,7.811,,,,-0.016632136080899456,,,,,,,,,,2169.0,98.36,99.58809523809524,103.77165000000001,1.0,2169.0,0.8399,0.8373666666666667,0.8153080000000001,1.0,248.06,256.77,252.415,253.92880952380952,245.7091,1.0,,,1.0,1.0,,0.1181666880040968,0.25604916143899636
9,2003-04-28,7.94,,,,0.016380278630884135,,,,,,,,,,2170.0,98.67,99.52666666666667,103.74125,1.0,2170.0,0.8474,0.8385285714285715,0.8155939999999999,1.0,247.74,256.34,252.04,253.91095238095238,245.76145,1.0,,,1.0,1.0,,0.10478589420654916,0.2424433249370277
10,2003-04-29,8.166,,,,0.028065917638339603,,,,,,,,,,2171.0,98.02,99.48571428571428,103.69804999999998,1.0,2171.0,0.8479,0.8400047619047619,0.8158669999999999,1.0,247.95,256.61,252.28,253.875,245.82067500000002,1.0,,,1.0,1.0,,0.07567964731814847,0.20120009796718086
11,2003-04-30,8.143,,,,-0.002820530412389735,,,,,,,,,,2172.0,97.19,99.39238095238095,103.65640000000002,1.0,2172.0,0.8486,0.8414476190476191,0.8161345,1.0,247.57,256.51,252.04,253.81714285714284,245.88694999999998,1.0,,,1.0,1.0,,0.09124401326292508,0.19575095173768875
12,2003-05-01,8.111,,,,-0.003937497396786648,,,,,,,,,,2173.0,96.7,99.23142857142858,103.6143,1.0,2173.0,0.8491,0.8423857142857143,0.8164800000000001,1.0,247.95,256.87,252.41,253.77642857142854,245.954575,1.0,,,1.0,1.0,,0.10343977314757713,0.2062630994945136
13,2003-05-02,8.235,,,,0.015172198541395728,,,,,,,,,,2174.0,96.75,99.0604761904762,103.565,1.0,2174.0,0.848,0.8432999999999999,0.8167874999999999,1.0,247.51,256.01,251.76,253.70380952380953,246.012975,1.0,,,1.0,1.0,,0.07856709168184572,0.19064966605950207
14,2003-05-05,8.324,,,,0.010749544901784392,,,,,,,,,,2175.0,96.37,98.86857142857141,103.51135000000001,1.0,2175.0,0.8515,0.8442047619047618,0.8170264999999999,1.0,246.98,255.44,251.20999999999998,253.59785714285712,246.08315,1.0,,,1.0,1.0,,0.08073041806823644,0.1727534839019702
15,2003-05-06,8.367,,,,0.005152488782073664,,,,,,,,,,2176.0,95.34,98.61333333333334,103.45405000000001,1.0,2176.0,0.8508,0.845152380952381,0.8172555,1.0,247.22,255.68,251.45,253.47309523809523,246.15145,1.0,,,1.0,1.0,,0.07625194215369913,0.15417712441735376
16,2003-05-07,8.351,,,,-0.0019141051423691724,,,,,,,,,,2177.0,95.58,98.37761904761904,103.39489999999999,1.0,2177.0,0.8447,0.8456666666666667,0.8174515,1.0,247.7,255.2,251.45,253.3626190476191,246.21732500000002,1.0,,,1.0,1.0,,0.08837264998203809,0.1512393725302359
17,2003-05-08,8.278,,,,-0.008779898844551723,,,,,,,,,,2178.0,94.93,98.12857142857145,103.33445,1.0,2178.0,0.8435,0.8460761904761905,0.8177,1.0,248.09,255.9,251.995,253.26,246.287,1.0,,,1.0,1.0,,0.08854795844406849,0.1698477893210919
18,2003-05-09,8.375,,,,0.011649684384589347,,,,,,,,,,2179.0,94.98,97.89809523809524,103.27599999999998,1.0,2179.0,0.85,0.8464857142857144,0.817987,1.0,249.4,255.72,252.56,253.15404761904762,246.361725,1.0,,,1.0,1.0,,0.08704477611940287,0.16405970149253735
19,2003-05-12,8.492,,,,0.0138734661298796,,,,,,,,,,2180.0,94.55,97.63,103.21240000000002,1.0,2180.0,0.8515,0.8468952380952381,0.8183340000000001,1.0,249.67,255.42,252.545,253.04714285714286,246.44369999999998,1.0,,,1.0,1.0,,0.0730098916627413,0.152967498822421
20,2003-05-13,8.444,8.137904761904762,,,-0.005668413854935476,,,,,,,,,,2181.0,94.7,97.37952380952382,103.14245,1.0,2181.0,0.8514,0.8474285714285714,0.8185825,1.0,250.71,257.16,253.935,253.0171428571429,246.533475,1.0,,,1.0,1.0,,0.08728090952155365,0.16414021790620548
21,2003-05-14,8.401,8.166571428571428,,,-0.0051053836033641544,0.011589130747870779,,,,,,,,,2182.0,94.58,97.13285714285715,103.07610000000001,1.0,2182.0,0.8525,0.8478428571428571,0.8188334999999999,1.0,251.11,257.72,254.41500000000002,252.99857142857144,246.62524999999997,1.0,,,1.0,1.0,,0.0923699559576241,0.18664444708963224
22,2003-05-15,8.418,8.191619047619048,,,0.0020215239656687597,0.011434053471632191,,,,,,,,,2183.0,95.22,96.94999999999999,103.00890000000001,1.0,2183.0,0.8486,0.8482428571428573,0.819033,1.0,251.88,258.0,254.94,253.01666666666665,246.72265,1.0,,,1.0,1.0,,0.1019244476122596,0.19980993110002387
23,2003-05-16,8.425,8.212666666666667,,,0.0008312058900466934,0.011278213354739337,,,,,,,,,2184.0,94.08,96.70142857142858,102.9384,1.0,2184.0,0.8538,0.8485619047619049,0.8192765,1.0,252.38,258.65,255.515,253.03285714285715,246.82087499999997,1.0,,,1.0,1.0,,0.12367952522255199,0.18694362017804145
24,2003-05-19,8.224,8.221428571428572,,,-0.024146767525616203,0.012629953228062187,,,,,,,,,2185.0,93.74,96.43761904761905,102.87005,1.0,2185.0,0.8486,0.8485380952380952,0.8194895,1.0,251.44,258.65,255.045,253.0266666666667,246.9135,1.0,,,1.0,1.0,,0.14688715953307385,0.24185311284046684
