,index,date,mb_signal,vol_breadth_signal,fs_signal,hy_signal,valuation_spread_signal,audchf_signal,correlation_signal,PMI_signal,bfcius_signal,indpro_signal,close,market_vol_cross,market_cross,RM_Score,rm_score,technical_score,volatility_score,economic_growth_score,financial_conditions_score,sentiment_score,1M,3M
0,0,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
1,1,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
2,2,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
3,3,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
4,4,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
5,5,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
6,6,2016-01-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2012.66,,,1.5,12.5,,,1.5,0.0,,-0.03456619597945021,-0.06574881003249433
7,7,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
8,8,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
9,9,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
10,10,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
11,11,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
12,12,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
13,13,2016-01-05,,,0.0,0.0,,1.0,,0.5,0.0,0.0,2016.71,,,1.5,12.5,,,1.5,0.0,,-0.04694775153591746,-0.06712913606815063
14,14,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
15,15,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
16,16,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
17,17,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
18,18,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
19,19,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
20,20,2016-01-06,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1990.26,,,1.5,12.5,,,1.5,0.0,,-0.033457940168621136,-0.065785374775155
21,21,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
22,22,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
23,23,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
24,24,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
25,25,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
26,26,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
27,27,2016-01-07,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1943.09,,,1.5,12.5,,,1.5,0.0,,-0.0022695809252272214,-0.03813513527422807
28,28,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
29,29,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
30,30,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
31,31,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
32,32,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
33,33,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
34,34,2016-01-08,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1922.03,,,1.5,12.5,,,1.5,0.0,,-0.01651899293975645,-0.007871885454441285
35,35,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
36,36,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
37,37,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
38,38,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
39,39,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
40,40,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
41,41,2016-01-11,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1923.67,,,1.5,12.5,,,1.5,0.0,,-0.0009513066170393492,-0.02421933075839422
42,42,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
43,43,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
44,44,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
45,45,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
46,46,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
47,47,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
48,48,2016-01-12,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1938.68,,,1.5,12.5,,,1.5,0.0,,-0.030097798502073614,-0.01807931169661825
49,49,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
50,50,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
51,51,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
52,52,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
53,53,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
54,54,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
55,55,2016-01-13,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1890.28,,,1.5,12.5,,,1.5,0.0,,-0.004734748291258417,-0.0038777323994328983
56,56,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
57,57,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
58,58,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
59,59,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
60,60,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
61,61,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
62,62,2016-01-14,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1921.84,,,1.5,12.5,,,1.5,0.0,,-0.032526120800899117,-0.014819131665487206
63,63,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
64,64,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
65,65,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
66,66,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
67,67,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
68,68,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
69,69,2016-01-15,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1880.33,,,1.5,12.5,,,1.5,0.0,,-0.006030856285864639,0.03186142857902596
70,70,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
71,71,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
72,72,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
73,73,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
74,74,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
75,75,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
76,76,2016-01-19,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1881.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.01359144860285011,0.030855830715504462
77,77,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
78,78,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
79,79,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
80,80,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
81,81,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
82,82,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
83,83,2016-01-20,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1859.33,,,0.5,4.166666666666666,,,0.5,0.0,,0.00954644952751793,0.023503089822678014
84,84,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
85,85,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
86,86,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
87,87,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
88,88,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
89,89,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
90,90,2016-01-21,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1868.99,,,0.5,4.166666666666666,,,0.5,0.0,,0.018534074553635982,0.023296004794033154
91,91,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
92,92,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
93,93,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
94,94,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
95,95,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
96,96,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
97,97,2016-01-22,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1906.9,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012559651790864823,0.004483717027636391
98,98,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
99,99,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
100,100,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
101,101,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
102,102,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
103,103,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
104,104,2016-01-25,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1877.08,,,0.5,4.166666666666666,,,0.5,0.0,,0.008673045368338128,0.0015822447631428371
105,105,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
106,106,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
107,107,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
108,108,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
109,109,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
110,110,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
111,111,2016-01-26,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1903.63,,,0.5,4.166666666666666,,,0.5,0.0,,0.01923167842490403,-0.026365417649438228
112,112,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
113,113,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
114,114,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
115,115,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
116,116,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
117,117,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
118,118,2016-01-27,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1882.95,,,0.5,4.166666666666666,,,0.5,0.0,,0.02996893172946713,-0.016325446772351926
119,119,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
120,120,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
121,121,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
122,122,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
123,123,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
124,124,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
125,125,2016-01-28,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1893.36,,,0.5,4.166666666666666,,,0.5,0.0,,0.005107322432078565,-0.021918705370346903
126,126,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
127,127,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
128,128,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
129,129,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
130,130,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
131,131,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
132,132,2016-01-29,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1940.24,,,0.5,4.166666666666666,,,0.5,0.0,,-0.014281738341648476,-0.05729188141673203
133,133,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
134,134,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
135,135,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
136,136,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
137,137,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
138,138,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
139,139,2016-02-01,,,0.0,0.0,,0.0,,0.5,0.0,0.0,1939.38,,,0.5,4.166666666666666,,,0.5,0.0,,-0.012338994936526126,-0.03846590147366691
140,140,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
141,141,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
142,142,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
143,143,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
144,144,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
145,145,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
146,146,2016-02-02,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1903.03,,,1.5,12.5,,,1.5,0.0,,-0.012075479629853447,-0.003914809540574771
147,147,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
148,148,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
149,149,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
150,150,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
151,151,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
152,152,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
153,153,2016-02-03,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1912.53,,,1.5,12.5,,,1.5,0.0,,-0.030896247379125996,0.0074717782204722916
154,154,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
155,155,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
156,156,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
157,157,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
158,158,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
159,159,2016-02-04,,,0.0,0.0,,1.0,,0.5,0.0,0.0,1915.45,,,1.5,12.5,,,1.5,0.0,,-0.03301574042653166,0.0012425278655145977
