,date,BFCIUS,50dma,200dma,bfcius_signal
461,1996-10-08,1.046,0.9774600000000003,0.9289550000000014,1.0
462,1996-10-09,0.955,0.9800600000000003,0.9300600000000014,1.0
463,1996-10-10,1.033,0.9850800000000004,0.9317200000000014,1.0
464,1996-10-11,1.017,0.9870400000000005,0.9334100000000014,1.0
465,1996-10-14,1.057,0.9901600000000005,0.9352600000000012,1.0
466,1996-10-15,1.077,0.9930400000000005,0.9375600000000013,1.0
467,1996-10-16,1.009,0.9948600000000005,0.9395700000000012,1.0
468,1996-10-17,0.927,0.9951600000000005,0.9411300000000011,1.0
469,1996-10-18,1.053,0.9979400000000004,0.9432250000000012,1.0
470,1996-10-21,1.02,0.9991600000000004,0.9451750000000012,1.0
471,1996-10-22,1.025,0.9982600000000004,0.9471800000000014,1.0
