date,b2p_z,b2p_val_spread,valuation_spread_signal
2016-03-09,,,
2016-03-10,,,
2016-03-11,,,
2016-03-14,,,
2016-03-15,,,
2016-03-16,,,
2016-03-17,,,
2016-03-18,,,
2016-03-21,,,
2016-03-22,,,
2016-03-23,,,
2016-03-24,,,
2016-03-28,,,
2016-03-29,,,
2016-03-30,,,
2016-03-31,,,
2016-04-01,,,
2016-04-04,,0.9182547244986554,
2016-04-05,,0.9377484150398594,
2016-04-06,,0.9400776135372981,
2016-04-07,,0.9553178242852634,
2016-04-08,,1.0616772340960015,
2016-04-11,,1.0775176363874517,
2016-04-12,,1.090040095464394,
2016-04-13,,1.0456951486540336,
2016-04-14,,1.077982784617375,
2016-04-15,,1.0636185881206373,
2016-04-18,,1.0199356968928819,
2016-04-19,,1.0318187662950418,
2016-04-20,,1.0200808193323174,
2016-04-21,,1.0208219420871283,
2016-04-22,,0.9541832622497218,
2016-04-25,,0.968033047528622,
2016-04-26,,0.9242707109751475,
2016-04-27,,0.9273358569900746,
2016-04-28,,1.2205829285325551,
2016-04-29,,1.6994686446024492,
2016-05-02,,1.6351979898209823,
2016-05-03,,1.6041740487995502,
2016-05-04,,1.597437503374826,
2016-05-05,,1.6240301529769905,
2016-05-06,,1.5735157385501994,
2016-05-09,,1.61905216811205,
2016-05-10,,1.5541042272741143,
2016-05-11,,1.5644980531641717,
2016-05-12,,1.5616442787751807,
2016-05-13,,1.5779612609921583,
2016-05-16,,1.5706245856632552,
2016-05-17,,1.556390942206996,
2016-05-18,,1.5550774022430074,
2016-05-19,,1.5724492335799594,
2016-05-20,,1.5457137019316718,
2016-05-23,,1.539508708982241,
2016-05-24,,1.5252336045525452,
2016-05-25,,1.4957610140624482,
2016-05-26,,1.5036370345126346,
2016-05-27,,1.4983258845373142,
2016-05-31,,1.471520983572415,
2016-06-01,,1.4710203336706988,
2016-06-02,,1.4653457678958488,
2016-06-03,,1.4745741421981944,
2016-06-06,,1.465548519256527,
2016-06-07,,1.46942477985576,
2016-06-08,,1.4606145868955378,
2016-06-09,,1.4756621307325508,
2016-06-10,,1.5005693931356896,
2016-06-13,,1.4995320200076516,
2016-06-14,,1.5314925816223846,
2016-06-15,,1.5242811484321495,
2016-06-16,,1.5433534049109054,
2016-06-17,,1.528028509365244,
2016-06-20,,1.5025938699663028,
2016-06-21,,1.5158618106709816,
2016-06-22,,1.5075117427334785,
2016-06-23,,1.4930141632287501,
2016-06-24,,1.5388906829150562,
2016-06-27,,1.5992332807294596,
2016-06-28,,1.582141391919561,
2016-06-29,,1.5686684186389253,
2016-06-30,,1.537278687584359,
2016-07-01,,1.5448719513645324,
2016-07-05,,1.5804585514073248,
2016-07-06,,1.5865479525199708,
2016-07-07,,1.579875053754169,
2016-07-08,,1.5533833827992036,
2016-07-11,,1.5539230924190235,
2016-07-12,,1.5139207496533356,
2016-07-13,,1.520718696621075,
2016-07-14,,1.512693277435646,
2016-07-15,,1.5145174718663548,
2016-07-18,,1.503827601897541,
2016-07-19,,1.5167714094601998,
2016-07-20,,1.5146117799156973,
2016-07-21,,1.518446802895603,
2016-07-22,,1.512060623828077,
2016-07-25,,1.522137980795287,
2016-07-26,,1.525298191514668,
2016-07-27,,1.4939264030261807,
2016-07-28,,1.4903007137068436,
2016-07-29,,1.5161861811459185,
2016-08-01,,1.5159927548519918,
2016-08-02,,1.5111787536104542,
2016-08-03,,1.4599051358960828,
2016-08-04,,1.5019027744680746,
2016-08-05,,1.5044996668013748,
2016-08-08,,1.48008018812369,
2016-08-09,,1.4811019691377862,
2016-08-10,,1.4975316881231715,
2016-08-11,,1.4876368016321144,
2016-08-12,,1.4925316516628877,
2016-08-15,,1.4768029452383782,
2016-08-16,,1.472870034963529,
2016-08-17,,1.4659789533952603,
2016-08-18,,1.4573185881861415,
2016-08-19,,1.4587434022545693,
2016-08-22,,1.4642959745567203,
2016-08-23,,1.4612445489738783,
2016-08-24,,1.4580266366768306,
2016-08-25,,1.4689291496480628,
2016-08-26,,1.4507553309748418,
2016-08-29,,1.4332910137409824,
2016-08-30,,1.4254417449535637,
2016-08-31,,1.4356744899587166,
2016-09-01,,1.456566436106396,
2016-09-02,,1.4507026303354544,
2016-09-06,,1.4578159620484914,
2016-09-07,,1.458502381349348,
2016-09-08,,1.4410650349814595,
2016-09-09,,1.4498064424857287,
2016-09-12,,1.453173752173575,
2016-09-13,,1.455026668626042,
2016-09-14,,1.4434501084855234,
2016-09-15,,1.4514932851685107,
2016-09-16,,1.462146416538701,
2016-09-19,,1.4585426715751026,
2016-09-20,,1.460829663335005,
2016-09-21,,1.4603579706905496,
2016-09-22,,1.4497984123969403,
2016-09-23,,1.4497173536939263,
2016-09-26,,1.4577056560126012,
2016-09-27,,1.4502809456031502,
2016-09-28,,1.427021917319401,
2016-09-29,,1.4197240364984838,
2016-09-30,,1.417366490547475,
2016-10-03,,1.4165244957623537,
2016-10-04,,1.403810921967965,
2016-10-05,,1.3832118702347285,
2016-10-06,,1.406035131539836,
2016-10-07,,1.401113671027741,
2016-10-10,,1.399322892016232,
2016-10-11,,1.40420219900522,
2016-10-12,,1.401082621539885,
2016-10-13,,1.4188645419220025,
2016-10-14,,1.4100696897407752,
2016-10-17,,1.4241572184451143,
2016-10-18,,1.4166732356854572,
2016-10-19,,1.4010442583173488,
2016-10-20,,1.4003016625966644,
2016-10-21,,1.408588567165484,
2016-10-24,,1.4161862714365785,
2016-10-25,,1.4319155989911136,
2016-10-26,,1.4380811047771156,
2016-10-27,,1.4292238868002027,
2016-10-28,,1.447815367505977,
2016-10-31,,1.4517966896285532,
2016-11-01,,1.4688519320735736,
2016-11-02,,1.4443541485419897,
2016-11-03,,1.4595426945440142,
2016-11-04,,1.4663850829768363,
2016-11-07,,1.4639632500853588,
2016-11-08,,1.4669532523300515,
2016-11-09,,1.4550670598488238,
2016-11-10,,1.433296627499312,
2016-11-11,,1.4104598068673313,
2016-11-14,,1.3948509894565586,
2016-11-15,,1.3797663583805102,
2016-11-16,,1.3830161789614621,
2016-11-17,,1.36828024516796,
2016-11-18,,1.3760043138424478,
2016-11-21,,1.3722304714694364,
2016-11-22,,1.3548515599069453,
2016-11-23,,1.3831330824691535,
2016-11-25,,1.3750034984297945,
2016-11-28,,1.3849888996319366,
2016-11-29,,1.3952374743090226,
2016-11-30,,1.3716363448124231,
2016-12-01,,1.3908120412134148,
2016-12-02,,1.3820738492441096,
2016-12-05,,1.3854613206095467,
2016-12-06,,1.386387068404957,
2016-12-07,,1.4078141454938866,
2016-12-08,,1.3918715808205162,
2016-12-09,,1.3659017348420366,
2016-12-12,,1.361485257892189,
2016-12-13,,1.3776741321463364,
2016-12-14,,1.3631786605631362,
2016-12-15,,1.3691141719519508,
2016-12-16,,1.3627113844636525,
2016-12-19,,1.357547027603622,
2016-12-20,,1.358178201235791,
2016-12-21,,1.3636868585251312,
2016-12-22,,1.3726356046764274,
2016-12-23,,1.3795741648745026,
2016-12-27,,1.3735209289493446,
2016-12-28,,1.3985861522271341,
2016-12-29,,1.3754863767255507,
2016-12-30,,1.3940152000311623,
2017-01-03,,1.3924293279286906,
2017-01-04,,1.383518271895038,
2017-01-05,,1.393214265150097,
2017-01-06,,1.3944863375428351,
2017-01-09,,1.3953780422381394,
2017-01-10,,1.3909885122720216,
2017-01-11,,1.4000132484863377,
2017-01-12,,1.4087841110650334,
2017-01-13,,1.397299711793442,
2017-01-17,-0.29838779638062674,1.3754230892283175,
2017-01-18,-0.19922487262177388,1.3934538654694266,
2017-01-19,-0.29564342270569516,1.382926105712194,
2017-01-20,-0.2644974104009282,1.3906884023541466,
2017-01-23,-0.37312165542716796,1.3795186702083388,1.0
2017-01-24,-0.10402555441913634,1.4171966280708284,1.0
2017-01-25,-0.18921165406683654,1.4082532587628185,1.0
2017-01-26,-0.16350287876781147,1.4135273476883154,1.0
2017-01-27,-0.14338657450190218,1.4183470394162516,1.0
2017-01-30,-0.12857840619569966,1.4222183321418593,1.0
2017-01-31,-0.12747981523542276,1.424535502587414,1.0
2017-02-01,-0.32320693340563156,1.4049444693270658,1.0
2017-02-02,-0.11572446393360061,1.430711091709201,1.0
2017-02-03,-0.33614890564697575,1.4101380566194188,1.0
2017-02-06,-0.1972841408261811,1.4275448874052283,1.0
2017-02-07,-0.4646693845211523,1.4060018026439105,1.0
2017-02-08,-0.43921087929885366,1.4134381643179845,1.0
2017-02-09,-0.7760336866783579,1.3928765576354367,1.0
2017-02-10,-0.9717921670863481,1.388761557109997,1.0
2017-02-13,-0.8043652180939328,1.402884421373362,1.0
2017-02-14,0.40941196116333106,1.4830331133470704,1.0
2017-02-15,0.47929130539327724,1.48628344357467,1.0
2017-02-16,0.26078619386727925,1.471353370996649,1.0
2017-02-17,0.006460439167853071,1.4545107324007245,1.0
2017-02-21,0.3052590948898869,1.4720948321012548,1.0
2017-02-22,0.22911519081113219,1.4667496308767543,1.0
2017-02-23,-0.4740215293903567,1.4235344025553243,1.0
2017-02-24,-0.436106523999838,1.4253354498540127,1.0
2017-02-27,-0.9179755279162137,1.3963144749828975,1.0
2017-02-28,-0.5768042184052665,1.41594843270323,1.0
2017-03-01,-1.0086560293383533,1.3903721397895374,1.0
2017-03-02,-1.0512413091979615,1.3875129253697982,1.0
2017-03-03,-0.8705133208212761,1.3974369109597824,1.0
2017-03-06,-1.0981830729408797,1.3840086070660265,1.0
2017-03-07,-0.7148791884683398,1.405312456232944,1.0
2017-03-08,-0.7094028665369029,1.4051904297285833,1.0
2017-03-09,-0.5474348702236408,1.4137573114602693,1.0
2017-03-10,-0.9166307634883167,1.392903430434895,1.0
2017-03-13,-1.0803254728377765,1.3833044070802916,1.0
2017-03-14,-0.8976196173549866,1.3928528556722384,1.0
2017-03-15,-0.9895116501654777,1.3872574057277383,1.0
2017-03-16,-1.1692469482602066,1.3767346802734561,1.0
2017-03-17,-0.9032907126956218,1.3909189581597512,1.0
2017-03-20,-1.1307878369864879,1.3777615287190779,1.0
2017-03-21,-1.3190328618261962,1.3665579440147462,1.0
2017-03-22,-1.016766951954308,1.3828032681159086,1.0
2017-03-23,-0.910874184388638,1.3882176166004843,1.0
2017-03-24,-0.9157566214003703,1.3874912831895296,1.0
2017-03-27,-0.8800132127025808,1.3890107332121668,1.0
2017-03-28,-1.195570847120144,1.3707114815189372,1.0
2017-03-29,-1.259575948354867,1.3664071797879311,1.0
2017-03-30,-0.9201765595506208,1.3849148885039437,1.0
2017-03-31,-1.263861426573234,1.3651660709579865,1.0
2017-04-03,-1.371523017810207,1.3586393358764581,1.0
2017-04-04,-1.1190494492666305,1.3720575433815816,1.0
2017-04-05,-2.30850568437028,1.3044205289844784,1.0
2017-04-06,-2.203913503598945,1.30836703163352,1.0
2017-04-07,-2.366350255036811,1.2969491729494034,1.0
2017-04-10,-2.3465934476762476,1.2956127203711567,1.0
2017-04-11,-2.0779943622433033,1.3095974895626992,1.0
2017-04-12,-2.066560994349228,1.3102359938426904,1.0
2017-04-13,-1.6737251936721458,1.3323289556425728,1.0
2017-04-17,-1.8207897114851463,1.3237534076190447,1.0
2017-04-18,-1.8356514612951091,1.3220615321289033,1.0
2017-04-19,-1.6549586351409893,1.3314624433255273,1.0
2017-04-20,-1.7328897792910711,1.3272177272857524,1.0
2017-04-21,-1.7934534991197568,1.3241646980078325,1.0
2017-04-24,-1.7471224247962518,1.3268065815710486,1.0
2017-04-25,-1.7909123302575105,1.324187210408254,1.0
2017-04-26,-1.7095014004624114,1.3282032130363817,1.0
2017-04-27,-1.8238211073620691,1.3214224512320598,1.0
2017-04-28,-1.7867736380473085,1.3225764585014395,1.0
2017-05-01,-1.407427316237387,1.3414979362327089,1.0
2017-05-02,-1.3419242575087797,1.3443643296367596,1.0
2017-05-03,-1.1688966442406483,1.3526816941231226,1.0
2017-05-04,-0.9948885622345973,1.3611284058001392,1.0
2017-05-05,-1.3966270157193916,1.3405301851035056,1.0
2017-05-08,-1.4236681033116667,1.3387735855912868,1.0
2017-05-09,-1.2609624698181643,1.3464335855516294,1.0
2017-05-10,-1.4892554114840537,1.3348640790180952,1.0
2017-05-11,-1.0165872671106373,1.3576812108745995,1.0
2017-05-12,-0.718961946854687,1.3716471326335795,1.0
2017-05-15,-1.0857027897866214,1.3536805036847455,1.0
2017-05-16,-0.9493364386901069,1.3599098804824437,1.0
2017-05-17,-0.7646052718270779,1.3683217739072215,1.0
2017-05-18,-0.7851621072726033,1.3670860680555197,1.0
2017-05-19,-1.0045087385113687,1.3565680023723354,1.0
2017-05-22,-0.7811687751562458,1.366495828953849,1.0
2017-05-23,-0.6706139371696438,1.3712031838218723,1.0
2017-05-24,-0.8194352092164822,1.3641829860200956,1.0
2017-05-25,-0.6147472339378011,1.3729560584865959,1.0
2017-05-26,-0.40522106573209604,1.3818516193397694,1.0
2017-05-30,-0.3256524310178998,1.3849560007702315,1.0
2017-05-31,0.02645255290924594,1.3996995395073601,1.0
2017-06-01,-0.48484900954869736,1.3775264900516655,1.0
2017-06-02,-0.27514098587089814,1.386069278935143,1.0
2017-06-05,-0.2555276467338531,1.3865671234891603,1.0
2017-06-06,-0.21644139096992818,1.3878991882948621,1.0
2017-06-07,-0.05389612817755522,1.3943455479785527,1.0
2017-06-08,-0.07171885514936102,1.3932739548111932,1.0
2017-06-09,-0.9118191604113627,1.3584340625390374,1.0
2017-06-12,-0.9691257428363405,1.3557196795369126,1.0
2017-06-13,-1.1850868166531137,1.3465420841277536,1.0
2017-06-14,-0.9195765989842829,1.3569373897146457,1.0
2017-06-15,-0.8451396263327399,1.3595975361298673,1.0
2017-06-16,-0.6366502555423659,1.367746136152179,1.0
2017-06-19,-0.752392129148651,1.3627483713330069,1.0
2017-06-20,-0.8174931971564583,1.359790673912118,1.0
