date,Roll_Corr,200dma,correlation_signal
2016-03-16,0.5166492549339065,,
2016-03-17,0.5183121306501066,,
2016-03-18,0.5121526701248225,,
2016-03-21,0.49986221148448007,,
2016-03-22,0.4944324237691709,,
2016-03-23,0.5012143826073916,,
2016-03-24,0.5041522942642046,,
2016-03-28,0.48306055348332366,,
2016-03-29,0.48617353092717014,,
2016-03-30,0.47459860804119147,,
2016-03-31,0.47779438690056536,,
2016-04-01,0.47455857016346453,,
2016-04-04,0.4805389278860563,,
2016-04-05,0.4730876563172242,,
2016-04-06,0.45982009653763506,,
2016-04-07,0.45996460152110397,,
2016-04-08,0.4577501608617046,,
2016-04-11,0.46807181805033055,,
2016-04-12,0.44123777439320594,,
2016-04-13,0.44335086298636167,,
2016-04-14,0.4323953552409565,,
2016-04-15,0.438521533909305,,
2016-04-18,0.44764672164048763,,
2016-04-19,0.43221242396923537,,
2016-04-20,0.41183760206506825,,
2016-04-21,0.4227178414105359,,
2016-04-22,0.4260019816786557,,
2016-04-25,0.4196911337919358,,
2016-04-26,0.4006957088364452,,
2016-04-27,0.377592589658643,,
2016-04-28,0.3649856632706679,,
2016-04-29,0.3666507303029815,,
2016-05-02,0.37351072286354103,,
2016-05-03,0.3703997010687394,,
2016-05-04,0.3635098782153671,,
2016-05-05,0.3642011875977795,,
2016-05-06,0.35563316667387385,,
2016-05-09,0.3575157962751378,,
2016-05-10,0.361880727709776,,
2016-05-11,0.3407914887445467,,
2016-05-12,0.3394696553394126,,
2016-05-13,0.3450774975921224,,
2016-05-16,0.3510202762187195,,
2016-05-17,0.35832951653702055,,
2016-05-18,0.3410864367400389,,
2016-05-19,0.34028945661744114,,
2016-05-20,0.3434010520604888,,
2016-05-23,0.3197610040295867,,
2016-05-24,0.33171109686824746,,
2016-05-25,0.3293417350350577,,
2016-05-26,0.3208737234652922,,
2016-05-27,0.3202029208436881,,
2016-05-31,0.32224577312906477,,
2016-06-01,0.32337015488785037,,
2016-06-02,0.324494321711628,,
2016-06-03,0.3129136364490917,,
2016-06-06,0.3130947560409846,,
2016-06-07,0.3132808113687116,,
2016-06-08,0.30332806023088044,,
2016-06-09,0.3035839246452566,,
2016-06-10,0.3141469925637639,,
2016-06-13,0.32476561942978377,,
2016-06-14,0.32151053886530545,,
2016-06-15,0.31371756493162606,,
2016-06-16,0.31070079644263293,,
2016-06-17,0.29595290890153664,,
2016-06-20,0.3012220996858257,,
2016-06-21,0.30064971439139127,,
2016-06-22,0.29799046133111545,,
2016-06-23,0.30540632522914113,,
2016-06-24,0.38668076970222065,,
2016-06-27,0.4064020149088408,,
2016-06-28,0.42671127582124024,,
2016-06-29,0.4477091994700547,,
2016-06-30,0.46148076527863635,,
2016-07-01,0.45775114828713714,,
2016-07-05,0.459028552042594,,
2016-07-06,0.45946669228839515,,
2016-07-07,0.45828122714832337,,
2016-07-08,0.47563928017567253,,
2016-07-11,0.4781410771314602,,
2016-07-12,0.48002735077678277,,
2016-07-13,0.47742817460433556,,
2016-07-14,0.47271917072411307,,
2016-07-15,0.47762455784296753,,
2016-07-18,0.4802601336389487,,
2016-07-19,0.4834052092226986,,
2016-07-20,0.48664207494170664,,
2016-07-21,0.48550858484907616,,
2016-07-22,0.4846859841772162,,
2016-07-25,0.48760717628233613,,
2016-07-26,0.47792079087929157,,
2016-07-27,0.47532849686080525,,
2016-07-28,0.46538603077538865,,
2016-07-29,0.4656102267160604,,
2016-08-01,0.46408160691440836,,
2016-08-02,0.4660815980276138,,
2016-08-03,0.46225873615051727,,
2016-08-04,0.4531683830312244,,
2016-08-05,0.4526447043920364,,
2016-08-08,0.4552401776038874,,
2016-08-09,0.45144175134844117,,
2016-08-10,0.45035516149277455,,
2016-08-11,0.44700343452195435,,
2016-08-12,0.4471738037791284,,
2016-08-15,0.4482009573465453,,
2016-08-16,0.4556249549589639,,
2016-08-17,0.4556985973438489,,
2016-08-18,0.45561817680003824,,
2016-08-19,0.4533830105416622,,
2016-08-22,0.4488900517495261,,
2016-08-23,0.44257862142208987,,
2016-08-24,0.4472155080499535,,
2016-08-25,0.44524027424082857,,
2016-08-26,0.4475982353044446,,
2016-08-29,0.4519135171033069,,
2016-08-30,0.45038373059181724,,
2016-08-31,0.45122010243895067,,
2016-09-01,0.4506794077068012,,
2016-09-02,0.44381192813324466,,
2016-09-06,0.3793118281392126,,
2016-09-07,0.3383152697723128,,
2016-09-08,0.3123840177381492,,
2016-09-09,0.3661467093475196,,
2016-09-12,0.3633572092569609,,
2016-09-13,0.39328015465679145,,
2016-09-14,0.3921103281524584,,
2016-09-15,0.3996350220665078,,
2016-09-16,0.40154459852584673,,
2016-09-19,0.37320180673610004,,
2016-09-20,0.3700783796267522,,
2016-09-21,0.38157425086068103,,
2016-09-22,0.38865639386819173,,
2016-09-23,0.39009089654769924,,
2016-09-26,0.39379252997294506,,
2016-09-27,0.39297092644349785,,
2016-09-28,0.39065461039158245,,
2016-09-29,0.39854389840148263,,
2016-09-30,0.4041921828488008,,
2016-10-03,0.4023230741493586,,
2016-10-04,0.40493885215756387,,
2016-10-05,0.40687402825059177,,
2016-10-06,0.4077077088572773,,
2016-10-07,0.4135486326607957,,
2016-10-10,0.4212837772147699,,
2016-10-11,0.43494716272250117,,
2016-10-12,0.43287767486941525,,
2016-10-13,0.4317219903806943,,
2016-10-14,0.43533146613846946,,
2016-10-17,0.43097694401598374,,
2016-10-18,0.4335646907670384,,
2016-10-19,0.436299633089977,,
2016-10-20,0.43451569498979314,,
2016-10-21,0.4343885333932998,,
2016-10-24,0.43626366444701525,,
2016-10-25,0.4277443659180521,,
2016-10-26,0.4169680198794714,,
2016-10-27,0.41806072440645065,,
2016-10-28,0.40657838397661195,,
2016-10-31,0.40882175528673115,,
2016-11-01,0.40693471579784457,,
2016-11-02,0.40216184415317224,,
2016-11-03,0.3966061601363064,,
2016-11-04,0.39527475324305733,,
2016-11-07,0.4279259836842447,,
2016-11-08,0.42220305501095917,,
2016-11-09,0.3997189166909275,,
2016-11-10,0.3806989869726877,,
2016-11-11,0.377954671095589,,
2016-11-14,0.37332708387687497,,
2016-11-15,0.37327758486501533,,
2016-11-16,0.373036371593397,,
2016-11-17,0.37269716833054667,,
2016-11-18,0.3147560785852127,,
2016-11-21,0.3023091052561599,,
2016-11-22,0.27620917899481756,,
2016-11-23,0.27423846804110225,,
2016-11-25,0.26776529618723727,,
2016-11-28,0.2701232105479228,,
2016-11-29,0.26926261927206935,,
2016-11-30,0.2637799435154613,,
2016-12-01,0.24712397028827435,,
2016-12-02,0.23956844089433105,,
2016-12-05,0.24358401834210178,,
2016-12-06,0.24041699641691122,,
2016-12-07,0.25551416271584293,,
2016-12-08,0.255686744630866,,
2016-12-09,0.24451248052329658,,
2016-12-12,0.24263830004795242,,
2016-12-13,0.24092166823398992,,
2016-12-14,0.24800948167466885,,
2016-12-15,0.24806161528900786,,
2016-12-16,0.24582806989506642,,
2016-12-19,0.24366639739874751,,
2016-12-20,0.24259956457985163,,
2016-12-21,0.2266177872002194,,
2016-12-22,0.22935621865207625,,
2016-12-23,0.22866689498203668,,
2016-12-27,0.22884470260634202,,
2016-12-28,0.24076834995686425,0.3902564547452727,1.0
2016-12-29,0.23915814797707002,0.3888689992104885,1.0
2016-12-30,0.24127685800450727,0.3874838228472606,1.0
2017-01-03,0.24551596761748248,0.3861506393347238,1.0
2017-01-04,0.2534024232831767,0.3849183403937173,1.0
2017-01-05,0.25105837305458156,0.38370147014014433,1.0
2017-01-06,0.24926385664283915,0.38244171751032163,1.0
2017-01-09,0.25412401576481075,0.38119157611782467,1.0
2017-01-10,0.24673836375644592,0.38000996516919033,1.0
2017-01-11,0.24939320179086683,0.3788260635235088,1.0
2017-01-12,0.2514167062611691,0.37771015401460867,1.0
2017-01-13,0.24422553689469068,0.37654230976457925,1.0
2017-01-17,0.23833687725245914,0.37536120130002426,1.0
2017-01-18,0.2362860932566825,0.3741399371268773,1.0
2017-01-19,0.24189735658105366,0.3729839856281965,1.0
2017-01-20,0.20588709865570354,0.37171432063878684,1.0
2017-01-23,0.20800980908160333,0.3704545466765893,1.0
2017-01-24,0.22597104436030785,0.3692956510940823,1.0
2017-01-25,0.24509250914484437,0.36818075454955485,1.0
2017-01-26,0.24772332198982638,0.36721318228753796,1.0
2017-01-27,0.24926597481064927,0.3662427578466594,1.0
2017-01-30,0.25527775309802486,0.36535716983594474,1.0
2017-01-31,0.25374438981243963,0.3644332841154604,1.0
2017-02-01,0.25275639133902494,0.3634588324639531,1.0
2017-02-02,0.24988893014731223,0.3625472149948435,1.0
2017-02-03,0.24993536310081718,0.36173770380002224,1.0
2017-02-06,0.25270945603855416,0.3608876618731624,1.0
2017-02-07,0.2545151852759523,0.36003022789114886,1.0
2017-02-08,0.25139201258745086,0.35918873228512643,1.0
2017-02-09,0.2502580761764101,0.35843654412182624,1.0
2017-02-10,0.2514142503345201,0.35780565242520557,1.0
2017-02-13,0.2615184915627338,0.35728831656666593,1.0
2017-02-14,0.2658205130887314,0.35678416548059466,1.0
2017-02-15,0.2700936769749637,0.3562670802511518,1.0
2017-02-16,0.2633598208849282,0.3557318808502328,1.0
2017-02-17,0.2600234658353434,0.35521444878833264,1.0
2017-02-21,0.24463479185839027,0.35461661680963563,1.0
2017-02-22,0.24605240861503755,0.3540687130193415,1.0
2017-02-23,0.24580764898760657,0.3535101722829039,1.0
2017-02-24,0.24276001432316194,0.3529145687159708,1.0
2017-02-27,0.24095217166324479,0.35241537213056434,1.0
2017-02-28,0.22317569962720676,0.3518339023520033,1.0
2017-03-01,0.23665854968267128,0.351291807612456,1.0
2017-03-02,0.24300802533210727,0.3507517463580229,1.0
2017-03-03,0.24334980832274777,0.3501768478169515,1.0
2017-03-06,0.25079206340582877,0.3497253759502804,1.0
2017-03-07,0.25394853422322217,0.34929367133830935,1.0
2017-03-08,0.2506638952329825,0.3488299855541719,1.0
2017-03-09,0.2507434448698283,0.3484848977583731,1.0
2017-03-10,0.25188949441263064,0.34808578974609505,1.0
2017-03-13,0.23362506510199174,0.34760720639642967,1.0
2017-03-14,0.23828878195572278,0.3471942816888818,1.0
2017-03-15,0.25425022637761535,0.34686451821655145,1.0
2017-03-16,0.25133202303311475,0.3465099494660717,1.0
2017-03-17,0.23467069235747318,0.3460664521534198,1.0
2017-03-20,0.23815299089785236,0.3456347454993509,1.0
2017-03-21,0.2647847341139191,0.34539410098767503,1.0
2017-03-22,0.2618106526808105,0.3451376804708742,1.0
2017-03-23,0.265108823009627,0.3448968205290787,1.0
2017-03-24,0.2673656032083777,0.3447170082439662,1.0
2017-03-27,0.2670781629190703,0.34453447943533533,1.0
2017-03-28,0.2705983536436739,0.3443167362407349,1.0
2017-03-29,0.2753907449213834,0.3440698618681929,1.0
2017-03-30,0.27453438190911933,0.34383498108341193,1.0
2017-03-31,0.27157876065132414,0.3436242870620104,1.0
2017-04-03,0.27273285112275886,0.34343444733541106,1.0
2017-04-04,0.2703169820637909,0.3433062677012223,1.0
2017-04-05,0.2639950550350952,0.34312013247796863,1.0
2017-04-06,0.26381443664052184,0.34293595608921423,1.0
2017-04-07,0.26856301175897934,0.3427888188413536,1.0
2017-04-10,0.27052039233179304,0.3426143891768668,1.0
2017-04-11,0.2657117725124186,0.3420095441909178,1.0
2017-04-12,0.2727995399201697,0.3413415318159745,1.0
2017-04-13,0.28348544775401613,0.3406254026756384,1.0
2017-04-17,0.2982802366771726,0.33987825786167397,1.0
2017-04-18,0.29320088447990816,0.33903685845768033,1.0
2017-04-19,0.2915292427642784,0.33820574893006605,1.0
2017-04-20,0.29606446745439674,0.3373909285071251,1.0
2017-04-21,0.29820727538582736,0.3365846314226122,1.0
2017-04-24,0.30389651026177533,0.3358127078381795,1.0
2017-04-25,0.30482459187526995,0.3349586343966775,1.0
2017-04-26,0.2988511780234843,0.33406218490113765,1.0
2017-04-27,0.2944373494477627,0.33313423489449256,1.0
2017-04-28,0.29384942395705416,0.33221634114125614,1.0
2017-05-01,0.29485016330477093,0.3313269961041594,1.0
2017-05-02,0.285560009841656,0.3303666733641528,1.0
2017-05-03,0.2802528142051842,0.329366636766984,1.0
2017-05-04,0.2740383134228939,0.328319802287985,1.0
2017-05-05,0.2849750438346668,0.32731146713244974,1.0
2017-05-08,0.2847426652270141,0.32630763753433945,1.0
2017-05-09,0.28022353092026414,0.3252853252680547,1.0
2017-05-10,0.28003123263459134,0.32424744554981594,1.0
2017-05-11,0.2719317721489822,0.3232175004561644,1.0
2017-05-12,0.2729910342598869,0.32220581314315977,1.0
2017-05-15,0.27935589108811804,0.3212756624447234,1.0
2017-05-16,0.27338176458309077,0.32031452013405853,1.0
2017-05-17,0.2920194585322287,0.31945420939214764,1.0
2017-05-18,0.2943444173882308,0.3185955234889507,1.0
2017-05-19,0.2990662990204775,0.31777956130330054,1.0
2017-05-22,0.30226610524162717,0.31702504991435254,1.0
2017-05-23,0.29942591776257393,0.31625895598120524,1.0
2017-05-24,0.29557128238773045,0.31546061150512444,1.0
2017-05-25,0.27139671453694153,0.314560386321067,1.0
2017-05-26,0.27360124151461784,0.3136766167211762,1.0
2017-05-30,0.27530918628955225,0.3128181454800142,1.0
2017-05-31,0.2728945094404002,0.31194674900832053,1.0
2017-06-01,0.2658614620906084,0.31103505153204086,1.0
2017-06-02,0.26489059073451054,0.3100813797109186,1.0
2017-06-05,0.2665781513940151,0.30913577748116944,1.0
2017-06-06,0.2680696543890536,0.3081980348691145,1.0
2017-06-07,0.2661989039544538,0.30726211433617845,1.0
2017-06-08,0.25809235638446637,0.30630812585935313,1.0
2017-06-09,0.24798017019819857,0.30533513360323367,1.0
2017-06-12,0.2474625636442898,0.3043363688812054,1.0
2017-06-13,0.25147239159636575,0.30336752946798307,1.0
2017-06-14,0.24783250812207383,0.3023687008320712,1.0
2017-06-15,0.2491060252486236,0.30135466337279776,1.0
2017-06-16,0.24264533175128394,0.3003159713785951,1.0
2017-06-19,0.24338846642086873,0.2992768131985047,1.0
2017-06-20,0.2543860757318964,0.29829534653863016,1.0
2017-06-21,0.25291410153416616,0.29734085740563476,1.0
2017-06-22,0.25105963972996526,0.2966995964635885,1.0
2017-06-23,0.24671854886442707,0.2962416128590491,1.0
2017-06-26,0.23719134195955352,0.2958656494801561,1.0
2017-06-27,0.23705138504494577,0.2952201728586432,1.0
2017-06-28,0.24339214222140196,0.29462034752346544,1.0
2017-06-29,0.2508045709676617,0.29390796960501975,1.0
2017-06-30,0.24847556610710944,0.29318979579479304,1.0
2017-07-03,0.2470394276944055,0.29242681782293256,1.0
2017-07-05,0.23770798052658998,0.2916076347329362,1.0
2017-07-06,0.25203906268742676,0.2910018210126929,1.0
2017-07-07,0.2611934590203882,0.29045739640966106,1.0
2017-07-10,0.26445317032252386,0.2898717910069703,1.0
2017-07-11,0.26264592484537436,0.2892417386618562,1.0
2017-07-12,0.26692450880401636,0.2886259067231378,1.0
2017-07-13,0.2755514947422064,0.28803470154698413,1.0
2017-07-14,0.27512276515325834,0.28744546074053295,1.0
2017-07-17,0.27985621889973467,0.2868914687830737,1.0
2017-07-18,0.27167545107322427,0.28625712654643237,1.0
2017-07-19,0.27541737004293376,0.285613252482403,1.0
2017-07-20,0.2789432876006863,0.28499635354965963,1.0
2017-07-21,0.27600136167267963,0.2843516660972352,1.0
2017-07-24,0.27272669911644826,0.2836809294515645,1.0
2017-07-25,0.266095475288536,0.28297286828372076,1.0
2017-07-26,0.2592859039183544,0.2822015546400085,1.0
2017-07-27,0.2514589823917013,0.2813524306658932,1.0
2017-07-28,0.21666159892998252,0.2802610028469306,1.0
2017-07-31,0.2160925106778496,0.2791770770259728,1.0
2017-08-01,0.2069348856217402,0.278053141502178,1.0
2017-08-02,0.19935700913698665,0.2768732692171706,1.0
2017-08-03,0.19873401764813373,0.2757120545853314,1.0
2017-08-04,0.19665438445337013,0.274527503053763,1.0
2017-08-07,0.19785545458037426,0.273335282161215,1.0
2017-08-08,0.19767435531875827,0.2721510754628598,1.0
2017-08-09,0.1970508811612813,0.27096438720169974,1.0
2017-08-10,0.2272947510821801,0.26991954263487555,1.0
2017-08-11,0.21106606764473063,0.2688361511435089,1.0
2017-08-14,0.22157510447733894,0.26785918656649826,1.0
2017-08-15,0.21911913487091678,0.26686447861882057,1.0
2017-08-16,0.21812678690911938,0.2659222206334831,1.0
