,date,NFCI,21dma,200dma,fc_signal
165,1995-08-25,-0.72033,-0.7033680952380952,,
166,1995-08-28,-0.72033,-0.7048752380952381,,
167,1995-08-29,-0.72033,-0.7063823809523809,,
168,1995-08-30,-0.72033,-0.7078895238095239,,
169,1995-08-31,-0.72033,-0.7093966666666667,,
170,1995-09-01,-0.72135,-0.710952380952381,,
171,1995-09-04,-0.72135,-0.7120533333333333,,
172,1995-09-05,-0.72135,-0.7131542857142857,,
173,1995-09-06,-0.72135,-0.7142552380952382,,
174,1995-09-07,-0.72135,-0.7153561904761905,,
175,1995-09-08,-0.71917,-0.7163533333333333,,
176,1995-09-11,-0.71917,-0.7168961904761905,,
177,1995-09-12,-0.71917,-0.7174390476190476,,
178,1995-09-13,-0.71917,-0.7179819047619047,,
179,1995-09-14,-0.71917,-0.7185247619047619,,
180,1995-09-15,-0.71511,-0.7188742857142858,,
181,1995-09-18,-0.71511,-0.7188604761904762,,
182,1995-09-19,-0.71511,-0.7188466666666666,,
183,1995-09-20,-0.71511,-0.7188328571428572,,
184,1995-09-21,-0.71511,-0.7188190476190476,,
185,1995-09-22,-0.70945,-0.7185357142857143,,
186,1995-09-25,-0.70945,-0.7180176190476191,,
187,1995-09-26,-0.70945,-0.7174995238095239,,
188,1995-09-27,-0.70945,-0.7169814285714285,,
189,1995-09-28,-0.70945,-0.7164633333333332,,
190,1995-09-29,-0.70468,-0.7157180952380953,,
191,1995-10-02,-0.70468,-0.7149242857142857,,
192,1995-10-03,-0.70468,-0.7141304761904762,,
193,1995-10-04,-0.70468,-0.7133366666666667,,
194,1995-10-05,-0.70468,-0.7125428571428571,,
195,1995-10-06,-0.70349,-0.711692380952381,,
196,1995-10-09,-0.70349,-0.7109457142857143,,
197,1995-10-10,-0.70349,-0.7101990476190476,,
198,1995-10-11,-0.70349,-0.709452380952381,,
199,1995-10-12,-0.70349,-0.7087057142857143,-0.65587125,1.0
200,1995-10-13,-0.70554,-0.7080566666666667,-0.6573096,1.0
201,1995-10-16,-0.70554,-0.7076009523809524,-0.6587479500000001,1.0
202,1995-10-17,-0.70554,-0.7071452380952381,-0.6601863,1.0
203,1995-10-18,-0.70554,-0.7066895238095238,-0.6616246499999999,1.0
204,1995-10-19,-0.70554,-0.7062338095238095,-0.6630630000000001,1.0
205,1995-10-20,-0.71158,-0.7060657142857143,-0.6644169500000001,1.0
206,1995-10-23,-0.71158,-0.7061671428571428,-0.6657708999999999,1.0
207,1995-10-24,-0.71158,-0.7062685714285714,-0.66712485,1.0
208,1995-10-25,-0.71158,-0.7063699999999999,-0.6684788,1.0
209,1995-10-26,-0.71158,-0.7064714285714286,-0.6698327500000001,1.0
210,1995-10-27,-0.72075,-0.7070095238095238,-0.6710747,1.0
211,1995-10-30,-0.72075,-0.7077747619047619,-0.67231665,1.0
212,1995-10-31,-0.72075,-0.70854,-0.6735586000000001,1.0
213,1995-11-01,-0.72075,-0.709305238095238,-0.67480055,1.0
214,1995-11-02,-0.72075,-0.7100704761904761,-0.6760424999999999,1.0
215,1995-11-03,-0.73279,-0.7114090476190476,-0.6771638,1.0
216,1995-11-06,-0.73279,-0.7128042857142857,-0.6782851000000001,1.0
217,1995-11-07,-0.73279,-0.7141995238095239,-0.6794064,1.0
218,1995-11-08,-0.73279,-0.7155947619047619,-0.6805277,1.0
219,1995-11-09,-0.73279,-0.71699,-0.6816489999999998,1.0
220,1995-11-10,-0.74507,-0.71897,-0.68264635,1.0
221,1995-11-13,-0.74507,-0.7208523809523809,-0.6836437000000001,1.0
222,1995-11-14,-0.74507,-0.7227347619047618,-0.6846410500000001,1.0
223,1995-11-15,-0.74507,-0.7246171428571428,-0.6856384000000001,1.0
